Depth,Giesecke et al. 2014 (MADCAP) - Calibrated radiocarbon years BP,EPD - Radiocarbon years BP,Acer,Aconitum,Alchemilla,Allium,Alnus glutinosa,Amaranthaceae-type,Ambrosia,Ammi,Anagallis,Anemone sect. Hepatica,Angelica archangelica-type,Angelica palustris-type,Angelica sylvestris,Anogramma leptophylla,Anthemis-type,Anthemis-type (small),Anthriscus sylvestris,Apiaceae undiff.,Apium nodiflorum,Arbutus unedo,Arenaria,Armeria,Artemisia,Asphodelus albus,Aster-type,Asteroideae undiff.,Astrantia,Bellis,Berula erecta,Betula pubescens,Botrychium,Brassicaceae,Bupleurum,Buxus sempervirens,Calluna vulgaris,Campanula,Carum verticillatum,Caryophyllaceae undiff.,Castanea sativa,Centaurea cyanus,Centaurea nigra-type,Centaurea scabiosa-type,Centaurium,Cerastium,Chaerophyllum temulum,Cichorioideae undiff.,Cicuta virosa,Cirsium-type,Cistus ladanifer-type,Colchicum montanum,Conium maculatum,Cornus sanguinea,Corylus avellana,Cuscuta,Cyperaceae,Cytisus grandiflorus,Daucus,Dianthus lusitanus-type,Dryopteris-type,Echium,Ephedra distachya-type,Ephedra fragilis-type,Epilobium,Equisetum,Erica arborea-type,Erica australis,Erica umbellata,Eryngium,Eucalyptus,Fabaceae undiff.,Fagus sylvatica,Fallopia convolvulus-type,Filago-type,Filipendula,Frangula alnus,Fraxinus angustifolia,Fritillaria lusitanica,Gagea nevadensis,Galium-type,Genista-type,Gentiana lutea/G. pneumonanthe,Gentianella campestris-type,Geranium,Gypsophila repens-type,Halimium/Tuberaria,Hedera helix,Hedwigia,Helianthemum,Heracleum,Herniaria-type,Hippophaë rhamnoides,Hydrocotyle vulgaris,Hypericum perforatum-type,Ilex aquifolium,Isoëtes,Jasione-type,Jasminum,Juglans,Juniperus communis,Jurinea,Lamiaceae undiff.,Lamium,Laserpitium,Lathyrus,Lavandula-type,Linaria,Lonicera periclymenum,Lotus,Lycopodium spike,Lycopodium spike,Lysimachia,Lythrum undiff.,Medicago,Menyanthes trifoliata,Mercurialis perennis,Meum-type,Micranthes stellaris-type,Minuartia recurva,Montia fontana,Myrica,Myriophyllum alterniflorum,Myrtus communis,Narcissus bulbocodium,Narcissus pseudonarcissus-type,Nymphaea,Oenanthe,Olea europaea,Ornithogalum-type,Ornithopus,Papaver rhoeas-type,Parnassia palustris,Paronychia polygonifolia-type,Pedicularis sylvatica,Pentaglottis sempervirens,Peucedanum-type,Phillyrea,Physospermum cornubiense,Picea,Pimpinella anisum,Pimpinella saxifraga-type,Pinus,Pistacia,Plantago coronopus sensu stricto,Plantago lanceolata-type,Plantago major-type,Plantago subulata-type,Poaceae,Poaceae (Cerealia-type),Polygonum aviculare-type,Polypodium,Potamogeton,Potentilla,Poterium sanguisorba,Prunus,Pteridium aquilinum,Quercus,Radiola linoides,Ranunculus,Ranunculus acris-type,Reseda/Sesamoides,Rhamnus,Rhinanthus/Veronica,Rosaceae undiff.,Rubus,Rumex acetosa-type,Rumex acetosella-type,Rumex obtusifolius-type,Sagina,Salix,Sambucus nigra,Sample quantity,Sanguisorba officinalis-type,Saxifraga granulata-type,Scleranthus annuus,Scrophulariaceae undiff.,Sedum-type,Selinum carvifolia,Senecio,Seseli libanotis-type,Silaum silaus-type,Silene,Silene ciliata-type,Silene foetida-type,Silene vulgaris-type,Solanum dulcamara,Solanum nigrum-type,Solidago,Sorbus aucuparia,Sparganium,Sparganium emersum-type,Spergula,Spergularia-type,Sphagnum,Spike tablets,Stachys-type,Stellaria,Succisa,Taxus baccata,Teucrium,Thalictrum,Thymelaeaceae,Torilis arvensis-type,Trifolium-type,Trinia glauca-type,Typha latifolia,Ulex,Ulmus,Urtica,Valeriana officinalis,Valerianella,Veratrum album,Viburnum tinus,Vicia,Viola,Vitis,Zea mays
315,5165/5074/4953,--/4430/--,,,,,10,,,,,,,,,,,1,,7,1,,,2,1,5,,,,,,162,,1,,,,,,,,,,,,,,5,,,,7,,,1,,16,1,7,,34,,,,,,53,,,1,,,,,,,,,,,4,7,1,,,,,,4,,,,,,2,,,2,,,,,,,,1,,,,,209,11329,,,,,,,2,4,,,,,5,3,,,1,,,,,1,,,1,1,,,,,23,,,,2,,546,,,,4,4,,,11,242,,83,,,,,1,,,69,,,38,,,,,,,3,,,,,,,9,,,,1,1,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
320,5210/5112/4966,--/4455/--,,,,,13,,,,,,,,,,,,,10,,,,2,1,7,,,,,,111,,1,,,,,,,,,,,,,1,1,,,,,,,1,,18,1,2,,19,,,,,,37,3,1,,,,,,,1,2,,,,3,2,1,,,,,,5,,,,,,1,,,37,,,1,,,,2,,,,,,236,11329,,,,,,,,,,,,,3,,,,,,,,,,,,2,2,1,,,,21,,,,,1,266,1,,,14,1,,,6,189,,2,,,,,1,,,59,,,19,,,,,,,7,,,,,,1,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
325,5252/5149/4980,--/4480/--,,,,,15,,,,,,,1,,,3,,,3,1,,1,2,3,1,1,,,,,123,,1,,,,1,,,,,5,,,,3,1,,,,,,,1,,46,3,4,2,33,,,,,,39,5,1,,,,,,,,1,,,,2,8,1,,,,,,3,,1,,,,1,,,,,,,,,,,,,,,1,213,11329,,,,,,,,,,,,,2,1,,,,1,,,,,,,7,4,2,,,,32,,,,,,227,1,,,9,,,,1,206,,7,,,,,2,,,22,,,30,,,,,,,6,,,,,,,3,,,,,2,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
330,5294/5187/4996,--/4505/--,,,,,12,,,,,,,1,,,2,1,,6,2,,,,1,1,,,,,,106,,1,,,,1,,,,,2,,,,5,8,,,,,,,,,56,,3,,33,,,,,,36,3,1,,,,,,,,2,,,,5,6,3,,,,,,7,,,,,,,1,,4,,,,,,,,,,,,1,326,11329,,,,,,,,,,,3,,4,,,,,1,,,,,,,4,2,1,,,,36,,1,1,,,245,3,,,6,,,,7,207,,3,,,,,1,,,25,,,31,,,,,,1,8,,,,,,,2,,,,,5,1,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,
335,5339/5225/5014,--/4530/--,,,,,12,,,,,,,,,,2,,,10,,,,1,2,3,1,,,,,119,,3,,,,,,,,,2,,,,2,9,,2,,,,,3,,53,5,4,1,20,,,,,1,31,4,,,,,,,,,,1,,,1,7,1,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,240,11329,,,,,,,1,,,,,1,2,1,,,1,1,,,,,,,4,3,,,,,20,1,,1,,,244,1,,,13,,,,3,203,,2,,,,,1,,,13,,,34,,,,,,,3,,,,,,,2,,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,
340,5385/5263/5031,--/4555/--,,,,,10,,,,,,,,,,2,1,,1,,,1,1,,2,,,,,,188,,2,,,,1,,,,,2,,,,7,3,,,,,,,1,,74,1,1,,35,,,,,,34,3,,2,,,,,,,,4,,,1,1,,,,,3,,7,,,,,,,,,1,,,,,,,,,,,,,175,11329,,,,,,,,,,,,,2,1,,,1,,,,,,,,12,1,2,,,,15,,,1,1,,288,2,,,6,3,1,,6,209,,2,,,,,4,,,17,2,,44,,,,,,,6,,,,,2,,4,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
345,5432/5300/5046,--/4580/--,,,,,19,,,,,,,,,,,1,,12,2,,,2,1,3,1,,,,,244,,3,,,,2,,,,,1,,,1,4,4,,,,,,,,,59,2,4,,35,,,,,,45,5,,,,,,,,,1,1,,,,3,5,,,,,,7,,,,,,,,,1,,,,,,,,,,,,,253,11329,,,,,,,,,,,,,3,,,,,2,,,,,,,7,3,,,,,24,,,,1,1,360,1,,,4,,,1,7,242,,6,,,,,7,,,30,4,,31,,,,,,,4,,,,,3,,4,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
350,5482/5338/5062,--/4605/--,,,,3,20,1,,,,,,,,,,5,,21,,,,,1,8,,1,,,,254,,8,,,,2,,,,,5,,,,12,11,,,,,,,,,27,1,13,,72,,,,,,42,8,2,4,,,,,,,1,1,,,2,5,2,,,,,,13,,,,,,,,,,,,,,,,,,,,,,206,11329,1,,,,,,,,,,4,,3,1,1,1,,,,,,,,,11,,2,,,,42,,,1,1,1,483,5,,,6,1,,,10,272,,4,,,,,5,,,36,1,,17,,,,,,,16,,,,,2,,2,,,,,3,,,,,,1,,,,3,,,,,,,,3,,,,,,,,,,
355,5535/5408/5169,--/4676/--,,,,,12,2,,,,,,,,,,2,,11,,,,,1,,,,,,,262,,5,,,,1,,,,,1,,,,4,7,,,,,,,2,,13,3,2,,46,,,,,,25,1,2,,,,,,,,,2,,,3,6,3,,,,,,9,,,,,,,,,4,,,,,,,,,1,,,,290,11329,,,,,,,,,,,11,,5,,,3,,1,,,,,,,8,8,3,,,,35,2,,,,,481,4,,,33,,1,1,11,245,,13,,,,2,3,,,39,1,,28,,,,,,,6,,,,,,,1,,,,,2,,,,,,1,,,1,5,,1,,,,,,1,,,,,,,,,,
360,5594/5479/5276,--/4746/--,,,,,26,,,,,,,,,,1,2,,18,2,,,1,1,3,,,,,,220,,2,,,,1,,,,,1,10,,,2,4,,1,,,,,2,,10,1,9,,60,1,,,,,54,9,,,,,,,,1,2,3,,,3,12,7,,,,,,14,,,,,,1,,,2,,,,,,,,,1,,,,213,11329,,,,,,,,,,,23,,4,,,1,3,1,,,,,,,11,6,2,,,,39,,,,,,589,4,,,37,2,1,,11,317,1,9,,,,6,5,,,31,2,,32,,,,,,1,17,,,,,,,2,,,,,7,,,,,,1,,,,2,,,,,,,,1,,,,,1,,,,,
365,5655/5549/5388,--/4817/--,,,,,11,,,,,,,,,,,,,8,,,,2,,3,3,,,,,140,,1,,,,,,,,,2,,,,5,7,,,,,,,2,,4,2,1,,24,2,,,,,26,7,3,,,,,,,1,,4,,,,1,2,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,182,11329,,,,,,,2,,,,33,1,4,,,,,1,,,,,,,8,1,,,,,30,,,,,,357,4,,1,218,2,,,4,191,,3,,,,,6,,,23,1,,5,,,,,,,4,,,,,1,,1,,,,,2,2,,,,,1,,1,1,1,,1,1,,,,,1,,,,,1,,,,,
370,5720/5619/5489,--/4888/--,,,,,11,,,,,,,,,,2,1,,16,1,,,,,3,2,1,,,,265,,4,,,,,,,,,2,,1,,10,5,,1,,,,,2,,21,4,5,,34,1,,,,,37,4,,,,,,,,1,2,1,,,3,6,2,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,281,11329,,1,,,,,,,,,,,1,,1,,3,,,,,1,,1,12,3,1,,,,37,4,,1,,,446,1,,,295,,,,7,287,,31,,,,,1,,,42,1,,22,,,,,,,11,,,,,,,1,,,,,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,
375,5787/5689/5582,--/4959/--,,,,,16,1,,,,1,,,,,,,,11,,,,1,2,2,4,,,,,139,,1,,,,1,,,,,7,,,,6,7,,1,,,,,1,,19,2,3,,26,,,,,,22,3,1,,,,,,,,1,,,,,4,2,,,,,,1,,,,,,,,,2,,,,,,,,,,,,1,130,11329,,,,,,,,,,,,,2,1,,,1,,,,,,1,,2,1,,,,,21,,,1,1,,360,1,,,248,,,,3,197,,9,,,,,2,,,29,2,,12,,,,,,,5,,1,,,1,,1,,,,,2,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,
380,5857/5760/5663,--/5029/--,,,,,15,1,,1,,,,,,,,,,1,,,3,,2,5,,,,,,211,,2,,,1,,,,,,2,,,,,6,,2,,1,,,1,,16,3,4,2,17,,,,,,25,2,2,1,,,,,2,,1,,,,9,7,,,,,,,1,,,,,,,,,6,,,1,5,,,,,,,,,126,11329,,,,,,,1,,,,,,2,1,,,,1,,,,,,1,6,6,5,,,,26,2,,,,,432,2,,,176,,,,2,216,,34,,,,,1,1,,33,1,,26,,,,,,,11,,,,,,,,,,,1,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
385,5936/5830/5731,--/5100/--,,,,,23,1,,,,,,1,,,,2,,14,,,,,1,2,4,,,,,272,,3,,,,2,,,,,1,,,,,5,,1,,,,,2,,10,1,4,,24,,,,,,42,3,2,1,,,,,,,4,1,,,2,6,,,,,1,,5,,,,,,1,,,4,,,,,,,,,2,,,,124,11329,,,,,,,1,,,,,,3,1,,,2,,,,,,,,5,2,5,,,,31,1,,1,2,,422,2,,,95,2,1,,9,263,,50,,,,,3,,,26,,,11,,,,,,,8,,,,,1,,,,,,,2,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,
390,6008/5908/5813,--/5170/--,,,,,20,,,1,,,,,,,,1,,19,,,,,,3,5,,,,,254,,1,,,,7,,,,,2,,1,,5,7,,,,,,,3,,15,3,11,,37,1,,,,,39,5,1,,,,,,,,1,2,,,2,7,1,,,,,,6,,,,,,,,,4,,,,,,,,1,,,,,173,11329,,,,,,,1,,,,,,3,,,,1,3,,,,,2,,7,2,1,,,,39,1,,,,,380,3,,,219,,,,4,313,,28,,,,,1,,,49,,,27,,,,,,,6,,,,,,,2,,,,,2,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,
395,6087/5986/5885,--/5240/--,,,,,16,1,,,,,,,,,2,3,,12,1,,,4,1,5,4,,,,,302,,4,,,,1,,,,,2,,1,,1,4,,,,,,,2,,11,6,13,,26,1,,,,,33,5,1,1,,,,,,,1,3,,,8,10,1,,,,1,,6,,,,,,,,,5,,,,,,,,,,,,,157,11329,2,,,,,,5,,,,,,5,1,,,1,,,,,,,,7,4,1,,,,41,,,,,1,377,,,,179,1,1,,15,220,,28,,,,,,,,49,,,19,,,,,,,12,,,,,1,,2,,,,,2,,,,,,1,,,,5,,1,,,,,,1,,,1,,,,1,,,
400,6173/6065/5953,--/5310/--,,,,,22,,,,,,,,,,1,2,,10,,,,,,5,4,,,,,230,,2,,,,,,,,,6,,,,,9,,,,,,,2,,28,4,5,,20,1,,,,,38,5,1,1,,,,,,,,3,,,3,11,1,,,,,1,4,,,,,,1,,,,,,1,,,,,,,,,,214,11329,,,,,,,1,,,,,,3,,,,,,,,,,,,5,4,1,,,,35,,,2,1,,284,,,,160,,,,11,283,,8,,,,,2,1,,27,,,22,,,,,,,7,,,,,1,,3,,,,,4,,,,,,1,,,,11,,,,,,,1,,,,,,,,1,,,
405,6263/6143/6016,--/5380/--,,,,,17,,,,,,,,,,,,,20,,,,1,2,3,1,1,,,,283,,2,,,2,1,,,,,1,,1,,5,9,,,,,,,3,,4,5,8,,18,1,,,,,49,4,1,,,1,,,,,,2,,,,7,,,,,,,4,,,,,,1,2,,1,,,1,,,,,,,,,,200,11329,,,,,,,15,,,,,,3,1,,,,,,,,,,,5,2,2,,,,65,,,1,2,,566,,,,93,,,,18,288,,33,,,,,3,2,,71,,,18,,,,,,,20,,,,,,,1,2,,,,1,,,,,,1,,,1,10,,,,,,,2,,,,,,,,,,,
410,6355/6221/6076,--/5450/--,,,,,12,1,,,,,,,,,2,1,,11,,,,1,1,1,1,,,,,251,,6,,,,1,,,,,2,,,,2,7,,1,,,,,6,,7,,12,,19,,,,,,41,4,1,,,,,,,,,3,,,5,8,1,,,,,,4,,,,,,4,,,,,,,,,,,1,,,,,180,11329,,,,,,,,,,,,,3,,,,3,,,,,,,,3,,,,,,49,2,,1,,,357,,,,140,,,,12,272,,7,,,,,4,1,,73,,,22,,,,,,,9,,,,,4,,2,,,,,1,1,,,,,1,,,,4,,1,,,,,,,,,,,1,,,,,
415,6453/6299/6137,--/5520/--,,,,,15,,,,,,,,,,,1,,14,,,,,,6,1,1,,,,245,2,5,,,1,,,,,,3,,,,1,4,,,,,,,2,,6,5,11,,18,,,,,,44,2,3,,,,,,,,5,3,,,2,5,1,,,,1,,4,,,,,,2,,,3,,,,,,,,,,,,,137,11329,,,,,,,1,,,,,,2,,,,2,,,,,,,,5,3,,,,,39,,,1,1,,384,,,,131,,,,7,247,,26,,,,,3,,,28,1,,29,,,,,,,5,,,,,2,,1,,,,,1,1,,,,,1,,,,5,,,,,,,,,,,,,,,,,,
420,6553/6378/6195,--/5590/--,,,,,21,,,,,,,,,1,1,,,17,,,,1,,3,2,,,,,209,,3,,,,2,,,,,,,,,3,3,,,,,,,3,,6,5,12,,14,,1,,,,41,3,2,,,,,,,,2,2,,,1,8,1,,,,,,1,,,,,,3,,1,,,,1,,,,,,,,,,171,11329,,,,,,,3,,,,,,4,,,,,1,,,,1,,,40,,2,,,,53,,,,,,371,3,,,139,2,,,6,278,,41,,,,,2,,,60,2,,11,,,,,,,13,,,,,,,5,,,,,2,,,,,,1,,,,5,,,,,,,,,,,1,,1,,,,1,
425,6656/6456/6252,--/5660/--,,,1,,20,1,,,,,,,,,1,4,,20,,,,1,1,2,2,1,,,,305,,2,,,,1,,,,,1,,,,3,2,,,,,,,1,,4,5,18,,29,,,,,,33,6,1,,,,,,,,1,1,,,4,14,,,,,,,2,,,,,,3,,,3,,,,,,,,,,,,,88,11329,,,,,,,,,,,,,2,1,,,2,,,,,2,,,9,1,3,,,,55,2,,,,,318,,,,148,,,,9,220,,4,,,,,3,,,39,,,13,,,,,,,15,,,,,1,,2,,,,,,,,,,,1,,2,,4,,,,,,,,1,,,,,,,,,1,
430,6759/6534/6306,--/5730/--,,,,,12,1,,,,,,,,,,3,,9,,,,,1,7,3,,,,,297,,2,,,,,,,,,,1,,,10,12,,,,,,,,,7,1,13,,14,2,,,,,47,5,3,,,,,,,,3,4,,,5,10,1,,,,,,3,,,,,,2,,,,,,,,,,,,,1,,,184,11329,,,,,,,,,,,,,1,2,,,1,,,,,,,,1,2,1,,,,72,,,1,,,453,,,,220,1,1,,7,272,,14,,,,,2,,,38,,,25,,,,1,,,6,,,,,1,,1,,,,,2,,,,,,1,,1,,10,,1,,,,,,3,,,,,,,,,,
435,6816/6625/6436,--/5806/--,,,,,2,,,,,,,,,,1,3,,2,,,,,,2,,,,,,111,,1,,,,,,,,,,,,,,1,,,,,,,,,3,,2,,6,2,,,2,,10,1,1,,,,,,,,2,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,45,11329,,,,,,,,,,,,,,1,,,1,1,,,,,,,4,,,,,,30,,,,,,116,,,,64,,,,2,99,,8,,,,,1,,,12,,,11,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
440,6874/6717/6560,--/5882/--,,,,,14,,,,,3,,,,,,2,,4,,,,,,,1,,,,,406,1,,,,1,1,,,,,,,,,2,7,,,,,,,,,12,6,14,,36,,,,,,27,3,2,1,,,,,,,4,1,,,,10,,,,,,,3,,,,,,1,,,5,,,,,,,,,,,,,196,11329,,,,,,,1,,,,,,2,,,,1,,,,,,,,2,1,2,,,,94,1,,1,1,,281,,,,236,1,1,,10,319,,11,,,,,4,,,24,,,30,,,,,,,11,,,,,,,1,,,,,4,1,,,,,1,,1,1,17,,,,,,,,,,,,,2,,,,,
445,6935/6808/6677,--/5958/--,,,,,11,,,,,,,,,,,1,,6,,,,1,,3,1,,,,,197,,,,,,,,,,,3,,,,3,2,,,,,,,1,,7,1,6,,8,,,,,,29,1,,2,,,,,,,1,,,,,4,1,,,,,,1,,,,,,1,,,3,,,1,,,,,,,,,,118,11329,,,,,,,1,,,,,,,,,,3,,,,,,,,,1,2,,,,48,2,,,,,151,1,,,145,,,,9,204,,1,,,,,,,,13,,,20,,,,1,,,2,,,,,1,,2,,,,,1,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,
450,7007/6899/6789,--/6033/--,,,,,8,,,,,,,,,,,3,,9,,,,1,4,1,3,,,,,286,,2,,,1,,,2,,,2,,,,3,4,,,,,,,2,,14,1,8,,28,,,,1,,30,5,2,1,,1,,,,,1,8,,,,4,,,,,,,7,,1,,,,,,,,,,2,,,,,,,,,,165,11329,,,,,,1,5,,,,,,,,,,1,,,1,,2,,,7,4,,,,,68,3,,,,,253,1,,,223,,,,12,285,,4,,,,1,3,,,15,,,18,,,,,,,5,,,,,,,3,,,,,8,,,,,,1,,,,5,,,,,1,,2,,,,,,1,,,,,
455,7090/6991/6891,--/6109/--,,,,,10,1,,,,1,,,,,,1,,6,,,1,1,2,2,,,,,,437,,5,,,,,,,,,1,,,,2,2,,,,,,,2,,3,1,7,,28,2,,1,,,32,1,4,2,,,,,,,2,6,,,,3,1,,,,,,1,,,,,,1,,,1,,,1,,,,,,,,,,193,11329,,,,,,,2,,,,,,,,1,,,1,,,,,,,2,2,1,,,,61,,,,,,247,1,,,175,,,,8,272,,12,,,,,4,,,16,1,,17,,,,3,,,9,,,,,,,1,,,,1,5,,,,,,1,,,,2,,,,,,,2,,,,,,2,,,,,
460,7183/7082/6967,--/6185/--,,,,,18,,,,,1,,,,,1,1,,4,,,1,,,5,,,,,,172,,3,,,2,1,,,,,2,,,,4,1,,,,,,,1,,4,1,6,,19,2,,,,,13,,2,3,,,,,,,3,7,,,2,6,,,,,,1,7,,,,,,1,,,1,,,1,,,,,,,,,,136,11329,1,,,,,,4,,,,,,,2,3,,2,,,,,,,,5,3,1,,,,104,1,,,1,,248,,,1,455,,,,18,335,,5,,,,,5,,,32,,,24,,,,1,,,8,,,,,,,5,,,,,3,,,,,,1,,,,5,,,,,1,,,,1,,,,,,,,,
465,7205/7111/7003,--/6215/--,,,,,21,,,,,2,,,,,1,3,,6,,,,,,6,2,,,,,227,,3,,,,,,,,,,,1,,7,2,,,,,,,,,4,,8,,18,,,,,,23,4,1,1,,,,,,,2,5,,,1,5,,,,,,,6,,,,,,2,,,1,,,,,,,,,,,,,145,11329,1,,,,,,2,,,,,,,2,2,,2,,,,,,,,2,4,1,,,,89,,,,2,,286,,,,420,,1,,22,319,,2,,,,,1,,,28,1,,21,,,,1,,,8,,,,,2,1,,,,,,2,,,,,,1,,2,,5,,,,,,,,,,,,,,,,,,
470,7230/7140/7041,--/6244/--,,,,1,17,,,,,,,,,,,3,,5,,,,1,2,6,1,,,,,254,,2,,,1,2,,1,,,,,,1,6,10,,,,,,,4,,2,,4,,20,1,,,,,13,1,6,1,,,,,,,1,2,,,3,8,2,,,,,2,6,,,,,,1,,,2,,,2,,,,,,,,,,146,11329,1,,,,,,,,,,,,3,,1,,1,1,,,,,,,4,3,1,,,,67,,,1,1,,245,,,,272,1,1,,15,279,,1,,,,1,1,,,31,,,25,,,,1,,,1,,,,,,,7,,,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,
475,7254/7168/7077,--/6274/--,,,,,14,1,,,,2,,,,,,2,,3,,,,,1,2,,,,,,253,,,,,,,,1,,,,,,,2,1,,,,,,,1,,3,1,2,,11,,,,,,11,,,1,,,,,,,1,7,,,1,4,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,165,11329,,,,,,,1,,,,,,3,,2,,2,,,,,1,,,4,8,1,,,,61,,,,,,225,,,,201,1,,,13,256,,6,,,,,1,,,34,1,,17,,,,,,,5,,,,,,,1,,,,1,2,,,,,,1,,,,7,2,,,,,,,,,,,,,,,,,
480,7278/7197/7112,--/6304/--,,,,,7,,,,,,,,,,,4,,6,,,,,,1,1,,,,,158,,2,,,1,,,,,,,,,,1,2,,,,,,,2,,4,,4,,6,1,,,,,18,,1,1,,,,,,,2,1,,,,8,,,,,,,3,,,,,,5,,,4,,,1,,,,,,,,,,115,11329,,,,,,,1,,,,,,,,,,1,,,,,,,,2,1,1,,,,55,,,,,,228,,,,310,,,,8,275,,6,,,,1,4,,,25,,,17,,,,,,,5,,,,,1,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,
485,7303/7226/7147,--/6333/--,,,,,12,,,,,1,,,,,,2,,2,,,,,1,,1,,,,,162,,,,,,,,,,,,,1,,2,1,,,,,,,3,,4,1,6,,12,1,,,,,19,4,4,,,,,,,,2,4,,,5,,1,,,,1,,3,,,,,,1,,,3,,,,,,,,,,,,,174,11329,,,,,,,1,,,,,,,,,,,,,,,,,,3,2,,,,,67,,,,,,207,,,,315,,,,12,304,,3,,,,1,1,,,35,,,25,,,,,,,6,,,,,1,,3,,,,,,,,1,,,1,,,,6,,,,,,,,,1,,1,,,,,,,
490,7327/7255/7180,--/6363/--,,,,,11,,,,,1,,,,,,,,2,,,,,2,3,3,,,,,220,,4,,,1,2,,,,,,,1,,4,,,,,,,,2,,5,1,6,,12,,,,,,19,1,,,,,,,,,1,4,,,2,8,1,,,,,,5,,1,,,,,,,1,,,1,,,,,,,,,,234,11329,,,,,,,,,,,,,,2,,,,,,,,,,,3,1,2,,,,93,2,,,,,245,,,1,274,,,,6,346,,,,,,1,1,,,37,,,26,,,,,,,5,,,,,,,7,,,,,5,,,,,,1,,,,8,1,,,,,,,,,,,,1,,,,,
495,7352/7284/7212,--/6393/--,,,,,8,2,,,,,,,,,,1,,1,,,,,1,1,,,,,,249,,2,,,1,,,,,,,,,,4,1,,1,,,,,1,,2,2,1,,5,,,1,,,13,3,1,1,,,,,,1,1,3,,,2,5,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,168,11329,,,,,,,,,,,,,,1,,,2,,,,,,,,,2,,,,,61,1,,,,,175,,,,361,,,,8,303,,1,,,,1,1,,,13,,,16,,,,,,,7,,,,,,,,,,,,3,,,,,,1,,1,,4,,,,,,,,,,,,,,,,,,
500,7377/7312/7243,--/6422/--,,,,1,18,1,,,,,,1,,,2,,,8,,,,,1,3,1,,,,,197,,,,,2,,,,,,,,1,,5,3,,,,,,,3,,4,3,5,,9,1,,,,,10,1,2,,,,,,,,3,4,,,1,5,,,,,,,1,,1,,,,3,,,4,,,1,,,,,,,,,,132,11329,,1,,,,,1,,,,,,,,,1,,,,,,,,,2,2,1,,,,96,1,,,1,,153,,,,200,,,,7,281,,2,,,,,4,,,13,,,18,,,,,,,7,,1,,,,,1,1,,,,3,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,
505,7403/7341/7274,--/6452/--,,,,,2,1,,,,,,,,,2,,,3,,,,,,3,3,,,,,153,1,1,,,,1,,,,,,,,,,2,,,,,,,,,2,2,3,,6,1,,,,,12,3,1,,,,,,,,1,,,,1,14,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,269,11329,,1,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,70,3,,,1,,254,,,,119,2,2,,6,227,,6,,,,,3,,,10,,,13,,,,,,,3,,,,,2,,2,,,,,2,,,1,,,1,,,,4,,,,,,,,,,,,,,,,,,
510,7430/7370/7303,--/6482/--,,,,,21,1,,,,,,,,,,2,,1,,,,,,1,1,,,,,242,,,,,,,,,,,1,,,,,2,,,,,,,1,,5,,6,,13,1,,,,,18,1,3,2,,,,,,,4,2,,,,2,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,286,11329,1,,,,,1,2,,,,,,,1,,,1,,,,,,,,1,3,1,,,,101,,,,,,290,,,,380,2,,,13,345,,2,,,,1,2,,,27,,,14,,,,2,,,8,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,1,,,,,,,1,,,,,
515,7459/7399/7333,--/6511/--,,,,,20,,,,,1,,,,,,5,,1,,,,1,,1,2,,,,,186,1,1,,,1,,,,,,,,,,,7,,,,,,,3,,5,3,6,,15,1,,,,,23,4,,,,,,,,,2,1,,,1,6,2,,,,,,9,,,,,,1,,,5,,,,,,,,,,,,1,248,11329,,,,,,,,,,,,,2,1,,,1,,,,,,,,5,,1,,,,103,,,,,,258,,,1,260,,1,,22,330,,2,,,,,2,,,31,,,31,,,,,,,8,,,,,1,,1,,,,,,,,,,,1,,3,,3,,,,,,,,,,,,,1,,,,,
