Taxon (original name),Taxon (revised nomenclature),Family name,Pollen habit (code),Pollen habit (name),Plant habit,,,,,
cf. Papilionaceae arbres,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Crotalaria,Crotalaria,FABACEAE,I,undifferentiated (tree,,,,,,
Crotalaria sp.,Crotalaria,FABACEAE,I,undifferentiated (tree,,,,,,
Crotalaria type,Crotalaria,FABACEAE,I,undifferentiated (tree,,,,,,
Crotolaria,Crotalaria,FABACEAE,I,undifferentiated (tree,,,,,,
Desmodium (cf),Desmodium,FABACEAE,I,undifferentiated (tree,,,,,,
Desmodium repandum,Desmodium repandum-type,FABACEAE,I,undifferentiated (tree,,,,,,
Desmodium Type,Desmodium,FABACEAE,I,undifferentiated (tree,,,,,,
Desmodium-type repandum,Desmodium repandum-type,FABACEAE,I,undifferentiated (tree,,,,,,
Dolichos-type,Dolichos-type,FABACEAE,I,undifferentiated (tree,,,,,,
Erythrina sp.,Erythrina,FABACEAE,I,undifferentiated (tree,,,,,,
FABACEAE,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Fabaceae (Indigofera),Indigofera,FABACEAE,I,undifferentiated (tree,,,,,,
Fabaceae indiff.,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Fabaceae undiff.,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Faboideae,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Indigofera (Legum:Cesalpinoideae),Indigofera,FABACEAE,I,undifferentiated (tree,,,,,,
Indigofera sp.,Indigofera,FABACEAE,I,undifferentiated (tree,,,,,,
Indigofera*,Indigofera,FABACEAE,I,undifferentiated (tree,,,,,,
Indigofera-type,Indigofera,FABACEAE,I,undifferentiated (tree,,,,,,
Indigofora,Indigofera,FABACEAE,I,undifferentiated (tree,,,,,,
Kotschya,Kotschya,FABACEAE,I,undifferentiated (tree,,,,,,
Kotschya-type,Kotschya,FABACEAE,I,undifferentiated (tree,,,,,,
Légumineuses (cf. Indigofera),Indigofera,FABACEAE,I,undifferentiated (tree,,,,,,
Other Papilionaceae,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilioinoideae,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Geraniaceae,Geraniaceae undiff.,GERANIACEAE,I,undifferentiated (tree,,,,,,
Geraniaceae (Africa),Geraniaceae undiff.,GERANIACEAE,I,undifferentiated (tree,,,,,,
Geraniacees,Geraniaceae undiff.,GERANIACEAE,I,undifferentiated (tree,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Varia Undeterminated,Undetermined,UNDETERMINED,I,undifferentiated (tree,,,,,,
Variés-indeterminés,Undetermined,UNDETERMINED,I,undifferentiated (tree,,,,,,
Cf Urticaceae,Urticaceae undiff.,URTICACEAE,I,undifferentiated (tree,,,,,,
cf. Pouzolzia,Pouzolzia-type,URTICACEAE,I,undifferentiated (tree,,,,,,
"Laportea ""Urticaceae""",Laportea-type,URTICACEAE,I,undifferentiated (tree,,,,,,
Laportea-type,Laportea-type,URTICACEAE,I,undifferentiated (tree,,,,,,
Urticacea,Urticaceae undiff.,URTICACEAE,I,undifferentiated (tree,,,,,,
URTICACEAE,Urticaceae undiff.,URTICACEAE,I,undifferentiated (tree,,,,,,
Urticaceae (Laportea-type),Laportea-type,URTICACEAE,I,undifferentiated (tree,,,,,,
Urticaceae comp.,Urticaceae undiff.,URTICACEAE,I,undifferentiated (tree,,,,,,
Urticaceae Laportea-type,Laportea-type,URTICACEAE,I,undifferentiated (tree,,,,,,
Urticaceae type,Urticaceae undiff.,URTICACEAE,I,undifferentiated (tree,,,,,,
Urticacees,Urticaceae undiff.,URTICACEAE,I,undifferentiated (tree,,,,,,
Urticaeae,Urticaceae undiff.,URTICACEAE,I,undifferentiated (tree,,,,,,
URTICALES,Urticaceae undiff.,URTICACEAE,I,undifferentiated (tree,,,,,,
Urticaceae/Moraceae,Urticaceae/Moraceae undiff.,URTICACEAE/MORACEAE,I,undifferentiated (tree,,,,,,
Urticaceae-Moraceae,Urticaceae/Moraceae undiff.,URTICACEAE/MORACEAE,I,undifferentiated (tree,,,,,,
cf. Verbenacees,Verbenaceae undiff.,VERBENACEAE,I,undifferentiated (tree,,,,,,
Lantana,Lantana-type,VERBENACEAE,I,undifferentiated (tree,,,,,,
Lantana-type,Lantana-type,VERBENACEAE,I,undifferentiated (tree,,,,,,
Lippia multiflora,Lippia-type multiflora,VERBENACEAE,I,undifferentiated (tree,,,,,,
Lippia-type,Lippia-type,VERBENACEAE,I,undifferentiated (tree,,,,,,
Verbenacea,Verbenaceae undiff.,VERBENACEAE,I,undifferentiated (tree,,,,,,
Verbenaceae type,Verbenaceae undiff.,VERBENACEAE,I,undifferentiated (tree,,,,,,
Verbenaceae/Connaraceae,Verbenaceae/Connaraceae undiff.,VERBENACEAE/CONNARACEAE,I,undifferentiated (tree,,,,,,
Violaceae,Violaceae undiff.,VIOLACEAE,I,undifferentiated (tree,,,,,,
Ampelidaceae undiff.,Vitaceae undiff.,VITACEAE,I,undifferentiated (tree,,,,,,
cf. Cissus,Cissus,VITACEAE,I,undifferentiated (tree,,,,,,
Cissus (cf),Cissus,VITACEAE,I,undifferentiated (tree,,,,,,
Cissus comp.,Cissus,VITACEAE,I,undifferentiated (tree,,,,,,
CISSUS SP.,Cissus,VITACEAE,I,undifferentiated (tree,,,,,,
Cyphostemma,Cyphostemma-type,VITACEAE,I,undifferentiated (tree,,,,,,
Cyphostemma-type,Cyphostemma-type,VITACEAE,I,undifferentiated (tree,,,,,,
Vitaceae Cissus,Cissus,VITACEAE,I,undifferentiated (tree,,,,,,
Vitaceae- Cissus type (varia),Cissus,VITACEAE,I,undifferentiated (tree,,,,,,
Cissus/Cist,Cyphostemma-type,VITACEAE,I,undifferentiated (tree,,,,,,
Cf Zygophyllaceae,Zygophyllaceae undiff.,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
cf Zygophyllum,Zygophyllum-type,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
cf. Zygophyllacées,Zygophyllaceae undiff.,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Cygophyllum,Zygophyllum-type,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Fagonia sp.,Fagonia,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Zygophyllaceae,Zygophyllaceae undiff.,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Zygophyllum (cf),Zygophyllum-type,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Zygophyllum/Pegamum,Zygophyllum/Pegamum,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Zygophyllum/Peganum,Zygophyllum/Pegamum,ZYGOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Zygophyllacees-Salvadoracees,Zygophyllaceae/Salvadoraceae undiff.,ZYGOPHYLLACEAE/SALVADORACEAE,I,undifferentiated (tree,,,,,,
Mendocia,Mendoncia,ACANTHACEAE,L,liana,mainly lianas,,,,,
type Mendoncia,Mendoncia,ACANTHACEAE,L,liana,mainly lianas,,,,,
Serichostachys-type scandens,Sericostachys-type scandens,AMARANTHACEAE,L,liana,much-branched,,,,,
Sericostachys-type scadens,Sericostachys-type scandens,AMARANTHACEAE,L,liana,much-branched,,,,,
Ancistrocladus abbreviatus-type,Ancistrocladus abbreviatus-type,ANCISTROCLADACEAE,L,liana,Large liane,,,,,
Periplocaceae cf. Zacateza pedicellata,Zacateza-type pedicellata,APOCYNACEAE,L,liana,lianes,,,,,
Saba florida,Saba-type comorensis,APOCYNACEAE,L,liana,liana up to 20 m long,,,,,
Tacazzea apiculata,Tacazzea-type apiculata,APOCYNACEAE,L,liana,large liana,,,,,
TACAZZEA*APICULATA,Tacazzea-type apiculata,APOCYNACEAE,L,liana,large liana,,,,,
AIZOACEAE,Aizoaceae undiff.,AIZOACEAE,I,undifferentiated (tree,,,,,,
Aizoaceae type,Aizoaceae undiff.,AIZOACEAE,I,undifferentiated (tree,,,,,,
Aizoaceae/Ficoidaceae,Aizoaceae undiff.,AIZOACEAE,I,undifferentiated (tree,,,,,,
Aizoeae,Aizoaceae undiff.,AIZOACEAE,I,undifferentiated (tree,,,,,,
Mesanbryanthemaceae,Aizoaceae undiff.,AIZOACEAE,I,undifferentiated (tree,,,,,,
Mollugaceae,Aizoaceae undiff.,AIZOACEAE,I,undifferentiated (tree,,,,,,
Illecebraceae,Aizoaceae/Caryophyllaceae undiff.,AIZOACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Aloe type,Aloe-type,ALOACEAE,I,undifferentiated (tree,,,,,,
Aloe*,Aloe-type,ALOACEAE,I,undifferentiated (tree,,,,,,
Aloe-type,Aloe-type,ALOACEAE,I,undifferentiated (tree,,,,,,
Ama. / Cheno.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amar/Chenop,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amara/chenop,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amarantaceae/Chenopodiaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranth/Chenopodiacae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
AMARANTHACEAE,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae (Cheno/A),Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae Ind‚termin‚es,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae Indeterminees,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae undiff.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae/ Chenopodiaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae/Chenop,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
AMARANTHACEAE/CHENOP.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae/Chenopodiace,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
AMARANTHACEAE/CHENOPODIACEAE,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae-Chenopodiaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae-type,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthacees,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthceae/Chenopodiaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amar-Cheno undiff.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
autres Chénopodiacées,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cf Suaeda,Suaeda,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
cf Suaeda,Suaeda,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
cf. Atriplex,Atriplex-type,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno/Am,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
ChenoAm,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno-Am.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
ChenoAmar,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno-Amar.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno-Ams,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenop./Amaranth. undiff.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopod/Amaranthaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopod-Caryophyl-Amaranthacees,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiac-Amaranthacees,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiacea/Amaranthaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
CHENOPODIACEAE,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiaceae et Amaranthaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Papilionaceae,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionaceae (herbacees),Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionaceae arbres,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionaceae herbes,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionaceae indt,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionacees,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionacees (Lotus et Astragalus),Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionacees (surtout Lotus et Astragalus),Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionatae,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionoideae,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionoideae cf. Aeschynomene,Aeschynomene,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionoideae sim.,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Papilionoideae type 2,Fabaceae undiff.,FABACEAE,I,undifferentiated (tree,,,,,,
Pseudarthria,Pseudarthria-type,FABACEAE,I,undifferentiated (tree,,,,,,
Psoralea,Psoralea,FABACEAE,I,undifferentiated (tree,,,,,,
Psoralea-type,Psoralea,FABACEAE,I,undifferentiated (tree,,,,,,
Sesbania,Sesbania,FABACEAE,I,undifferentiated (tree,,,,,,
Sesbania sp.,Sesbania,FABACEAE,I,undifferentiated (tree,,,,,,
Sesbania-t,Sesbania,FABACEAE,I,undifferentiated (tree,,,,,,
Sesbenia,Sesbania,FABACEAE,I,undifferentiated (tree,,,,,,
T. Aeschyomene,Aeschynomene,FABACEAE,I,undifferentiated (tree,,,,,,
T. Sesbania,Sesbania,FABACEAE,I,undifferentiated (tree,,,,,,
TEPHROSIA,Tephrosia,FABACEAE,I,undifferentiated (tree,,,,,,
Tephrosia Type,Tephrosia,FABACEAE,I,undifferentiated (tree,,,,,,
type Tephrosia,Tephrosia,FABACEAE,I,undifferentiated (tree,,,,,,
Cf. Gentianaceae,Gentianaceae undiff.,GENTIANACEAE,I,undifferentiated (tree,,,,,,
Gentianaceae undiff,Gentianaceae undiff.,GENTIANACEAE,I,undifferentiated (tree,,,,,,
Erodium,Erodium,GERANIACEAE,I,undifferentiated (tree,,,,,,
GERANIACEAE,Geraniaceae undiff.,GERANIACEAE,I,undifferentiated (tree,,,,,,
Geraniaceae undiff.,Geraniaceae undiff.,GERANIACEAE,I,undifferentiated (tree,,,,,,
Geraniacées,Geraniaceae undiff.,GERANIACEAE,I,undifferentiated (tree,,,,,,
Gesneriaceae,Gesneriaceae undiff.,GESNERIACEAE,I,undifferentiated (tree,,,,,,
cf. Hypericaceae,Hypericaceae undiff.,HYPERICACEAE,I,undifferentiated (tree,,,,,,
Hypericaceae,Hypericaceae undiff.,HYPERICACEAE,I,undifferentiated (tree,,,,,,
HYPERICUM,Hypericum,HYPERICACEAE,I,undifferentiated (tree,,,,,,
Hypericum (herbacees),Hypericum,HYPERICACEAE,I,undifferentiated (tree,,,,,,
Hypericum sp.,Hypericum,HYPERICACEAE,I,undifferentiated (tree,,,,,,
cf Ocimum,Ocimum-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Iboza-type,Tetradenia,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiataceae,Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
LABIATAE,Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiatae (autre espece),Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiatae (ou Teuchrium?),Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiatae Ocimum,Ocimum-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiatae-Leonotis type,Leonotis-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiate,Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiateae-pentacolpate,Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiées,Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Labiées (?),Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Lamiaceae,Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Lamiaceae hexacolpate,Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Lamiaceae tricolpate,Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
Ocimum,Ocimum-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Ocinum-type,Ocimum-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Plectranthus,Plectranthus-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Plectranthus-type,Plectranthus-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Solenomostemon,Solenostemon-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Teucrium,Teucrium,LAMIACEAE,I,undifferentiated (tree,,,,,,
Teucrium-type,Teucrium,LAMIACEAE,I,undifferentiated (tree,,,,,,
type 6 (exine type Leucas),Lamiaceae undiff.,LAMIACEAE,I,undifferentiated (tree,,,,,,
type Ocimum,Ocimum-type,LAMIACEAE,I,undifferentiated (tree,,,,,,
Caesalpinidoeae/Fabaceae,Leguminosae undiff.,LEGUMINOSAE,I,undifferentiated (tree,,,,,,
Legume,Leguminosae undiff.,LEGUMINOSAE,I,undifferentiated (tree,,,,,,
Legumineuses,Leguminosae undiff.,LEGUMINOSAE,I,undifferentiated (tree,,,,,,
Leguminosa,Leguminosae undiff.,LEGUMINOSAE,I,undifferentiated (tree,,,,,,
Leguminosae (R3cp 15),Leguminosae undiff.,LEGUMINOSAE,I,undifferentiated (tree,,,,,,
Leguminosae sp.2,Leguminosae undiff.,LEGUMINOSAE,I,undifferentiated (tree,,,,,,
Leguminosae Sp1,Leguminosae undiff.,LEGUMINOSAE,I,undifferentiated (tree,,,,,,
Legumme,Leguminosae undiff.,LEGUMINOSAE,I,undifferentiated (tree,,,,,,
Linaceae undiff.,Linaceae undiff.,LINACEAE,I,undifferentiated (tree,,,,,,
Lobelia,Lobelia,LOBELIACEAE,I,undifferentiated (tree,,,,,,
Melastomataceae undiff,Melastomataceae undiff.,MELASTOMATACEAE,I,undifferentiated (tree,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Eudicotyledoneae (tricolporate,,,,,,,,,,
Amaranthaceae/Chenopodiaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae/Chenopodiaceae undiff.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae-Chenopodiaceae undiff.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthacee undiff.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthacées,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amarantnaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Anaranthaceae/Chenop,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Anaranthaceae/Chenopodiaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Atriplex,Atriplex-type,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Atriplex-type,Atriplex-type,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Autres Chen./Am.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno.-Am.type,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno\Am,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno-Am,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno-Am. T,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
ChenoAmar.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Cheno-Amaranthaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenop./Amaranth.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopod/Amaranth,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodaiceae/Amaranthaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodia/Amaranthacea,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiac-Amaranthacées,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiaceae / Amaranthaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiaceae undiff.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiaceae/Amaranthaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiaceae-Amaranthaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiaceae-Amaranthaceae undiff.,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiacees,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chénopodiacées,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chénopodiacées - Amaranthacées,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiacées autres,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Chenopodiaces,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
clust.chenops,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
cluster chenops,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Salsola,Salsola-type,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Salsolacées,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Suaeda,Suaeda,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Suaeda/Amaranthus,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Suaeda-type,Suaeda,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
type Chenopodiaceae,Amaranthaceae undiff.,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
type Volkensinia prostata,Volkensinia prostrata,AMARANTHACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae/Caryophyllaceae,Amaranthaceae/Caryophyllaceae undiff.,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Amaranthaceae/Chenopodiaceae/Caryophyllaceae,Amaranthaceae/Caryophyllaceae undiff.,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Caryophyllac./Chenopodiac./Amaranthac,Amaranthaceae/Caryophyllaceae undiff,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Caryophyllac./Chenopodiac./Amaranthac.,Amaranthaceae/Caryophyllaceae undiff,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Caryophyllaceae/Amaranthaceae,Amaranthaceae/Caryophyllaceae undiff,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Caryophyllaceae/Chen,Amaranthaceae/Caryophyllaceae undiff,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Caryophyllaceae/Chenopodiaceae,Amaranthaceae/Caryophyllaceae undiff,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Chénépodiacées-Caryophyllacées-Amaranthacées,Amaranthaceae/Caryophyllaceae undiff.,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Chenop/Amar/Caryo,Amaranthaceae/Caryophyllaceae undiff.,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Chénopod-Caryophyl-Amaranthacées,Amaranthaceae/Caryophyllaceae undiff.,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Chénopodiacées-Caryophyllacées-Amaranthacées,Amaranthaceae/Caryophyllaceae undiff.,AMARANTHACEAE/CARYOPHYLLACEAE,I,undifferentiated (tree,,,,,,
Apiaceae,Apiaceae undiff.,APIACEAE,I,undifferentiated (tree,,,,,,
Apiaceae (Umbelliferae),Apiaceae undiff.,APIACEAE,I,undifferentiated (tree,,,,,,
Apiaceae undiff.,Apiaceae undiff.,APIACEAE,I,undifferentiated (tree,,,,,,
Apiaceae-type,Apiaceae undiff.,APIACEAE,I,undifferentiated (tree,,,,,,
Bupleurum cf.,Bupleurum,APIACEAE,I,undifferentiated (tree,,,,,,
cf Apiaceae,Apiaceae undiff.,APIACEAE,I,undifferentiated (tree,,,,,,
Cf Umbelliferae,Apiaceae undiff.,APIACEAE,I,undifferentiated (tree,,,,,,
cf. Diplolophium,Diplolophium-type,APIACEAE,I,undifferentiated (tree,,,,,,
cf. Heteromorpha,Heteromorpha-type,APIACEAE,I,undifferentiated (tree,,,,,,
Heteromorpha,Heteromorpha-type,APIACEAE,I,undifferentiated (tree,,,,,,
HETEROMORPHA,Heteromorpha-type,APIACEAE,I,undifferentiated (tree,,,,,,
Heteromorpha sp.,Heteromorpha-type,APIACEAE,I,undifferentiated (tree,,,,,,
