"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alismataceae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Arceuthobium","Artemisia","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Butomus","Campanulaceae","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Cercis","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Ephedra","Erica t.","Euphorbiaceae undif.","Fagopyrum","Fern-Equisetophyta","Fraxinus","Fumaria","Galium t.","Humulus","Hydrocharitaceae","Hypericum undif.","Juglans","Lamiaceae undif.","Lemnaceae","Ligustrum","Malva undif.","Matthiola","Myriophyllum undif.","Nymphaea","Olea t.","Papaver t.","Petaloid monocot","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygala","Polygonum t.","Populus","Potamogeton","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae t.","Scrophulariaceae undif.","Thalictrum","Tilia","Typha","Ulmus t.","Urtica t.","Valerianaceae undif.","Vitis"
"  5",NA,NA," 11","  1","  0","  0","  5","  0","  0","  0","  1"," 16","  0","  0"," 10","  0","  0","  0"," 18","  4","  3","  0"," 28","  0","  7","  0","  4","  5","  4","  1","  0"," 18","  0","  0","  8","  0","  0","  0","  0","  0","  5","  5","  1","  0","  0","  4","  0","  0","  0","  1","  0","  0","132","  0"," 12","  0","112","  8","  0","  6","  0","  0","  7"," 18","  6","  0","  0","  6","  0","  0","  7","  0","  0","  0","  4","  0","  0","  3","  0","  0","  0"
" 10",NA,NA," 21","  1","  0","  0","  7","  0","  0","  0","  1"," 12","  0","  0","  8","  0","  0","  0"," 16","  5","  4","  0"," 16","  0","  8","  0","  5","  6","  2","  9","  0"," 15","  0","  0","  4","  0","  0","  0","  0","  1","  3","  6","  0","  0","  0","  1","  0","  0","  0","  1","  0","  1","155","  0"," 14","  0"," 51","  6","  0","  5","  1","  2","  8"," 19","  6","  0","  0","  3","  0","  0","  5","  1","  0","  0","  0","  0","  2","  3","  0","  0","  0"
" 15",NA,NA," 31","  1","  0","  0","  7","  0","  0","  0","  4","  5","  0","  0","  2","  0","  0","  0"," 10","  6","  3","  0"," 18","  0","  5","  0","  6","  5"," 12"," 10","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  5","  7","  2","  4","  0","  2","  0","  0","  0","  1","  0","  6","122","  0"," 10","  0"," 41"," 10","  0","  7","  1","  0","  9"," 17","  8","  0","  0","  4","  0","  0","  7","  0","  0","  0","  0","  0","  4","  5","  0","  4","  0"
" 20",NA,NA," 42","  0","  0","  0","  8","  2","  0","  0","  4","  4","  0","  0","  0","  0","  0","  0"," 11","  5","  0","  0"," 23","  0","  5","  0","  5","  3"," 11"," 11","  1","  6","  0","  0","  0","  0","  0","  0","  0","  0","  3","  6","  4"," 10","  0","  6","  0","  0","  0","  0","  0"," 10","135","  0"," 11","  0"," 42","  8","  0","  6","  1","  0","  7"," 17"," 10","  0","  0","  3","  0","  0","  7","  0","  0","  0","  0","  0"," 12","  6","  0","  5","  0"
" 25",NA,NA," 52","  1","  0","  2","  8","  0","  0","  0","  5","  2","  0","  0","  0","  0","  0","  0","  6","  3","  1","  0"," 20","  0","  1","  0","  6","  1"," 22","  2","  0","  7","  0","  0","  0","  3","  0","  0","  0","  0","  3","  7","  3","  8","  0","  2","  0","  0","  0","  0","  0"," 12","119","  0"," 10","  0"," 60","  4","  0","  3","  0","  0","  5"," 18","  9","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0"," 41","  8","  0","  2","  0"
" 30",NA,NA," 62","  1","  0","  3"," 10","  0","  0","  0","  4","  1","  0","  0","  0","  0","  0","  0","  6","  0","  3","  0"," 18","  0","  0","  0","  4","  0"," 25","  1","  0","  5","  0","  0","  0","  7","  0","  0","  0","  0","  3","  5","  2"," 14","  0","  0","  0","  0","  0","  0","  0"," 12","123","  0"," 12","  0"," 59","  4","  0","  3","  0","  0","  5"," 16","  8","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0"," 81","  8","  0","  1","  0"
" 35",NA,NA," 72","  1","  0","  0","  2"," 36","  2","  0"," 42"," 16","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0"," 12","  0","  9","  9","  1","  1","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  8","  0","  0","  0","  0","  0","  0","  0","  0","  2","188","  0","  6","  0"," 68","  0","  0","  0","  0","  0","  3","  7","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0"," 10","  0"
" 40",NA,NA," 86","  3","  0","  0","  3"," 22","  3","  0"," 36"," 14","  0","  0","  0","  0","  0","  0","  4","  0","  1","  0"," 20","  0","  8","  9","  1","  1","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  9","  0","  0","  0","  0","  0","  0","  0","  0","  3","192","  0","  7","  0"," 73","  0","  0","  0","  0","  0","  3","  8","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0","  6","  0"
" 45",NA,NA," 99","  1","  0","  0","  2"," 11","  0","  0"," 24"," 20","  0","  0","  0","  0","  0","  0","  4","  0","  1","  0"," 15","  0","  9"," 10","  3","  4","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  2"," 15","  0","  0","  0","  0","  0","  0","  0","  0","  3","170","  0"," 10","  0"," 49","  0","  0","  0","  0","  0","  4"," 12","  3","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  7","  0"
" 50",NA,NA,"103","  1","  0","  0","  2"," 11","  0","  0"," 27"," 16","  0","  0","  0","  0","  0","  0","  3","  0","  1","  0"," 18","  0","  8","  9","  3","  1","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  2"," 21","  0","  0","  0","  0","  0","  0","  0","  0","  4","175","  0","  9","  0"," 51","  0","  0","  0","  0","  0","  3"," 10","  3","  0","  0","  0","  0","  0","  1","  2","  0","  0","  0","  0","  0","  1","  0","  6","  0"
"235.1852",NA,NA,"111.0000","  3.0000","  0.0000","  1.0000","  4.0000","  0.0000","  0.0000","  0.0000","  4.0000","  4.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  5.0000","  1.0000","  2.0000","  0.0000"," 20.0000","  0.0000","  5.0000","  0.0000","  2.0000","  1.0000"," 12.0000","  4.0000","  0.0000","  5.0000","  0.0000","  0.0000","  1.0000","  1.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  7.0000","  5.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  2.0000","136.0000","  0.0000"," 17.0000","  0.0000","122.0000","  4.0000","  0.0000","  0.0000","  2.0000","  0.0000","  5.0000"," 22.0000","  6.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  5.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  3.0000","  2.0000","  0.0000","  0.0000","  0.0000"
"466.6667",NA,NA,"121.0000","  3.0000","  0.0000","  1.0000","  4.0000","  0.0000","  0.0000","  0.0000","  5.0000","  6.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  5.0000","  1.0000","  1.0000","  0.0000"," 26.0000","  0.0000","  5.0000","  0.0000","  2.0000","  1.0000","  8.0000","  5.0000","  0.0000","  4.0000","  0.0000","  0.0000","  3.0000","  2.0000","  0.0000","  0.0000","  0.0000","  1.0000","  0.0000","  6.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  2.0000","135.0000","  0.0000"," 18.0000","  0.0000","113.0000","  4.0000","  0.0000","  0.0000","  2.0000","  0.0000","  6.0000"," 16.0000","  7.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  6.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  3.0000","  3.0000","  0.0000","  0.0000","  0.0000"
"721.2963",NA,NA,"132.0000","  4.0000","  0.0000","  0.0000"," 10.0000","  0.0000","  0.0000","  0.0000","  4.0000","  5.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  4.0000","  2.0000","  5.0000","  0.0000"," 22.0000","  0.0000","  2.0000","  0.0000","  1.0000","  3.0000"," 18.0000","  4.0000","  0.0000","  5.0000","  0.0000","  0.0000","  4.0000","  5.0000","  0.0000","  0.0000","  0.0000","  4.0000","  0.0000","  5.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  3.0000","119.0000","  0.0000"," 12.0000","  0.0000"," 92.0000","  6.0000","  0.0000","  0.0000","  3.0000","  0.0000","  6.0000"," 15.0000"," 10.0000","  0.0000","  0.0000","  1.0000","  0.0000","  0.0000","  5.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  6.0000","  5.0000","  0.0000","  0.0000","  0.0000"
"952.7778",NA,NA,"142.0000","  7.0000","  0.0000","  0.0000"," 13.0000","  1.0000","  0.0000","  0.0000","  2.0000","  2.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  5.0000","  2.0000","  5.0000","  0.0000"," 21.0000","  0.0000","  0.0000","  0.0000","  1.0000","  3.0000"," 13.0000","  4.0000","  0.0000","  7.0000","  0.0000","  0.0000","  4.0000","  5.0000","  0.0000","  0.0000","  0.0000","  2.0000","  0.0000","  4.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  3.0000","128.0000","  1.0000"," 13.0000","  0.0000"," 91.0000","  7.0000","  0.0000","  0.0000","  3.0000","  0.0000","  3.0000"," 13.0000"," 10.0000","  0.0000","  0.0000","  1.0000","  0.0000","  0.0000","  5.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  2.0000","  6.0000","  0.0000","  1.0000","  0.0000"
"1114.815",NA,NA," 149.000","   4.000","   0.000","   0.000","   9.000","   4.000","   3.000","   0.000","   6.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","  13.000","   0.000","   3.000","   0.000","   1.000","   5.000","  37.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   4.000","   5.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   9.000"," 113.000","   0.000","   5.000","   0.000","  84.000","   0.000","   0.000","   0.000","   2.000","   0.000","   5.000","  35.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   5.000","   0.000","   0.000","   0.000"
"1207.407",NA,NA," 153.000","   4.000","   0.000","   0.000","   9.000","   5.000","   3.000","   0.000","   8.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   1.000","   0.000","   1.000","   3.000","  36.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   4.000","   4.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   9.000"," 135.000","   0.000","   4.000","   0.000"," 134.000","   0.000","   0.000","   0.000","   2.000","   0.000","   3.000","  36.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   3.000","   0.000","   0.000","   0.000"
"1300",NA,NA," 157","   4","   0","   0","   8","   4","   0","   0","   8","   8","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   9","   0","   5","   0","   1","   5","  46","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   4","   5","   0","   2","   3","   0","   0","   0","   0","   4","   0","   0","   9","  99","   0","   6","   0","  88","   0","   0","   0","   3","   0","  10","  34","  15","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","  11","   4","   0","   0","   0"
"1335",NA,NA," 164","   2","   0","   0","   8","   4","   0","   0","  11","  10","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","  11","   0","   5","   0","   0","   4","  41","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   2","   4","   0","   4","   3","   0","   0","   0","   0","   4","   0","   0","  13"," 108","   0","   5","   0","  56","   0","   0","   0","   2","   0","   7","  51","  21","   0","   0","   1","   0","   0","   2","   0","   0","   0","   0","   0","  13","   4","   0","   0","   0"
"1385",NA,NA," 174","   2","   0","   2","   7","   4","   0","   0","   6","   5","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   9","   0","   3","   0","   1","   1","  33","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   5","   0","   0","   3","   0","   0","   0","   0","   3","   0","   0","  16"," 103","   0","   6","   0","  47","   0","   0","   0","   3","   0","   6","  43","  15","   0","   0","   1","   0","   0","   3","   0","   0","   0","   0","   0","  18","   5","   0","   0","   0"
"1445",NA,NA," 186","   0","   0","   0","   3","   5","   3","   0","   8","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   2","   2","   1","   1","  30","   3","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   5","   2","   0","   1","   0","   0","   0","   0","   1","   0","   0","  19"," 118","   0","  10","   0","  48","   0","   0","   0","   1","   0","   8","  48","  16","   0","   0","   2","   0","   0","   5","   0","   0","   0","   0","   0","  42","   1","   0","   0","   0"
"1475",NA,NA," 192","   2","   0","   5","   5","   4","   2","   0","   4","   3","   0","   0","   0","   0","   0","   0","   0","   1","   2","   0","  14","   0","   3","   1","   2","   1","  36","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   1","   0","   0","   0","   0","   4","   0","   0","  19"," 119","   0","   6","   0","  52","   0","   0","   0","   1","   0","   6","  41","  17","   0","   0","   2","   0","   0","   4","   0","   0","   0","   0","   0","  79","   1","   0","   0","   0"
"1500",NA,NA," 197","   2","   0","   4","   3","   4","   2","   0","   4","   4","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","  13","   0","   2","   2","   2","   1","  35","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   1","   0","   0","   0","   0","   2","   0","   0","  21"," 113","   0","   5","   0","  32","   0","   0","   0","   1","   0","   5","  46","  11","   0","   0","   3","   0","   0","   5","   0","   0","   0","   0","   0","  82","   1","   0","   0","   0"
"1600",NA,NA," 203","   0","   0","   0","   0","  19","   0","   0","   8","   9","   0","   0","   0","   0","   0","   0","   8","  13","   1","   0","  17","   0","   2","   2","  15","  16","  17","   3","   6","   0","   0","   0","   0","   5","   0","   0","   0","   0","   2","  11","   0","   0","   0","   0","   0","   0","   0","   2","   0","  24","  12","   0","  17","   0","  82","   8","   0","   9","   0","   0","  43","   5","   4","   0","   0","   3","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"1618.554",NA,NA," 210.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   6.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","  11.000","   1.000","   0.000","  18.000","   0.000","   2.000","   2.000","  13.000","  10.000","  20.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   4.000","  10.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   0.000","  22.000","  25.000","   0.000","  18.000","   0.000"," 113.000","   8.000","   0.000","   9.000","   0.000","   0.000","  32.000","   8.000","   6.000","   0.000","   1.000","   3.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000"
"1637.108",NA,NA," 217.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","  23.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   3.000","   6.000","   0.000","   0.000","  16.000","   0.000","   6.000","   6.000","   9.000","  13.000","  11.000","   6.000","   5.000","   3.000","   0.000","   0.000","   2.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","  11.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   2.000","   0.000","   4.000","  24.000","   0.000","  11.000","   0.000"," 105.000","   4.000","   0.000","   5.000","   0.000","   0.000","  27.000","   6.000","   4.000","   0.000","   1.000","   5.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"1655.663",NA,NA," 224.000","   0.000","   0.000","   0.000","   1.000","  11.000","   0.000","   0.000","  21.000","  16.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   5.000","   0.000","   0.000","  16.000","   0.000","   5.000","   4.000","   5.000","   6.000","  12.000","   5.000","   7.000","   5.000","   0.000","   0.000","   5.000","   4.000","   0.000","   0.000","   0.000","   0.000","   1.000","   6.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   7.000","   0.000","   4.000","  37.000","   0.000","  15.000","   0.000"," 111.000","   5.000","   0.000","   5.000","   0.000","   0.000","  26.000","   6.000","   6.000","   0.000","   1.000","   4.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"1668.916",NA,NA," 229.000","   0.000","   0.000","   0.000","   0.000","  28.000","   0.000","   0.000","  34.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   1.000","   0.000","  14.000","   0.000","   6.000","  10.000","   4.000","  12.000","   3.000","   6.000","   6.000","   0.000","   0.000","   0.000","  10.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   4.000","   0.000","   2.000","  24.000","   0.000","  13.000","   0.000"," 126.000","   4.000","   0.000","   5.000","   0.000","   0.000","  37.000","   7.000","   4.000","   0.000","   3.000","   3.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"1682.169",NA,NA," 234.000","   0.000","   0.000","   0.000","   0.000","  26.000","   0.000","   0.000","  36.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   1.000","   0.000","  12.000","   0.000","   5.000","  12.000","   1.000","  13.000","   4.000","   5.000","   7.000","   0.000","   0.000","   0.000","  16.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   5.000","   0.000","   7.000","  25.000","   0.000","  16.000","   0.000"," 103.000","   5.000","   0.000","   6.000","   0.000","   0.000","  36.000","   5.000","   6.000","   0.000","   4.000","   4.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"1698.072",NA,NA," 240.000","   0.000","   0.000","   0.000","   0.000","  27.000","   0.000","   0.000","  22.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   4.000","   1.000","   0.000","   0.000","  16.000","   0.000","   8.000","   9.000","   2.000","  12.000","   5.000","   4.000","   5.000","   0.000","   0.000","   0.000","   4.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   5.000","  18.000","   5.000","  13.000","   0.000"," 113.000","   4.000","   0.000","   5.000","   0.000","   0.000","  42.000","   8.000","   5.000","   0.000","   5.000","   5.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"1719.277",NA,NA," 248.000","   0.000","   0.000","   1.000","   1.000","  23.000","   0.000","   0.000","  12.000","  20.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   0.000","   0.000","   0.000","  18.000","   0.000","   4.000","   8.000","   2.000","  10.000","   5.000","   5.000","   5.000","   0.000","   0.000","   0.000","   5.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  10.000","   0.000","  20.000","  32.000","   4.000","  23.000","   0.000","  96.000","  10.000","   0.000","  12.000","   0.000","   1.000","  28.000","  11.000","   5.000","   1.000","   5.000","   5.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"1745.783",NA,NA," 258.000","   0.000","   0.000","   0.000","   0.000","  29.000","   0.000","   0.000","  29.000","  31.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   0.000","   0.000","   0.000","  22.000","   0.000","  13.000","  12.000","   0.000","  15.000","   4.000","   6.000","   7.000","   4.000","   0.000","   0.000","   4.000","   5.000","   0.000","   0.000","   0.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   2.000","   9.000","   7.000","   9.000","   0.000"," 119.000","   6.000","   0.000","   3.000","   0.000","   0.000","  46.000","   6.000","   3.000","   0.000","   1.000","   4.000","   0.000","   0.000","   4.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"1772.289",NA,NA," 268.000","   1.000","   0.000","   0.000","   0.000","  24.000","   0.000","   0.000","  36.000","  22.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   0.000","   0.000","   0.000","  16.000","   0.000","  16.000","  10.000","   0.000","  16.000","   2.000","   4.000","   9.000","   4.000","   0.000","   0.000","   4.000","   5.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   3.000","  14.000","  11.000","  13.000","   0.000"," 108.000","   7.000","   0.000","   3.000","   0.000","   0.000","  41.000","   5.000","   1.000","   0.000","   1.000","   4.000","   0.000","   0.000","   4.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"
"1790.843",NA,NA," 275.000","   1.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   9.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   1.000","   0.000","  21.000","   0.000","   8.000","   4.000","   0.000","   9.000","  12.000","   2.000","   6.000","   2.000","   0.000","   0.000","   5.000","  11.000","   0.000","   0.000","   0.000","   0.000","   2.000","   9.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","  15.000","   0.000","  10.000","  22.000","   7.000","   8.000","   0.000","  64.000","   8.000","   0.000","   5.000","   0.000","   0.000","  30.000","   7.000","   4.000","   0.000","   0.000","   1.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"
"1806.747",NA,NA," 281.000","   3.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   9.000","  27.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   2.000","   0.000","  17.000","   0.000","   8.000","   5.000","   0.000","   9.000","  10.000","   0.000","   5.000","   7.000","   0.000","   0.000","  26.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   1.000","   0.000","   5.000","   0.000","   0.000","   0.000","  20.000","   0.000","  12.000","  28.000","   8.000","  17.000","   0.000","  72.000","   8.000","   0.000","   5.000","   0.000","   1.000","  22.000","   7.000","   5.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000"
"1820",NA,NA," 286","   3","   1","   0","   1","   4","   0","   0","   5","   5","   0","   0","   0","   0","   0","   0","   9","   1","   4","   0","  20","   0","   4","   0","   0","   4","  34","   0","   0","   4","   0","   0","  15","  15","   0","   0","   0","   0","   0","   6","   3","  12","   0","   1","   0","   0","   0","  10","   0","   9","  36","   5","   9","   0","  35","  14","   0","   3","   0","   2","  15","   9","  12","   0","   1","   0","   0","   0","   3","   0","   0","   0","   0","   0","   9","   1","   0","   0","   0"
"1821.711",NA,NA," 290.000","   1.000","   1.000","   0.000","   1.000","   6.000","   0.000","   0.000","   4.000","   7.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","  10.000","   1.000","   1.000","   1.000","  16.000","   0.000","   2.000","   0.000","   2.000","   4.000","  22.000","   0.000","   0.000","   6.000","   0.000","   0.000","  22.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   3.000","  12.000","   0.000","   1.000","   0.000","   0.000","   0.000","  13.000","   0.000","  15.000","  42.000","   6.000","  11.000","   0.000","  51.000","  15.000","   0.000","   3.000","   1.000","   4.000","  12.000","  12.000","   9.000","   0.000","   1.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   2.000","   0.000","   0.000","   0.000"
"1822.995",NA,NA," 293.000","   0.000","   2.000","   2.000","   0.000","   5.000","   0.000","   0.000","   4.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   1.000","   0.000","   0.000","  22.000","   0.000","   4.000","   0.000","   5.000","  12.000","  23.000","   0.000","   0.000","   5.000","   0.000","   0.000","  18.000","  14.000","   0.000","   0.000","   0.000","   0.000","   2.000","   6.000","   2.000","   5.000","   0.000","   3.000","   0.000","   0.000","   0.000","  14.000","   0.000","  12.000","  25.000","   8.000","  12.000","   0.000","  82.000","  10.000","   0.000","   4.000","   1.000","   0.000","  11.000","  12.000","   5.000","   0.000","   3.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   1.000"
"1824.706",NA,NA," 297.000","   0.000","   2.000","   3.000","   0.000","   5.000","   3.000","   0.000","   8.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   1.000","   1.000","   0.000","  21.000","   0.000","   2.000","   2.000","   3.000","  10.000","  15.000","   0.000","   0.000","   8.000","   0.000","   0.000","  51.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   3.000","   5.000","   0.000","   3.000","   0.000","   0.000","   0.000","  20.000","   0.000","  11.000","  28.000","  13.000","  16.000","   0.000","  72.000","  14.000","   0.000","   6.000","   0.000","   0.000","  16.000","   8.000","   6.000","   0.000","   3.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000"
