"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Acorus","Alchemilla t.","Alismataceae","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Bryophyta undiff.","Buxus","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celastraceae undif.","Centaurea","Cichorieae","Cistaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus spike","Eucalyptus suspension","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hypericum undif.","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Larix","Lonicera","Malva undif.","Menyanthes","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myrtus","Nuphar","Nymphaea","Olea t.","Onagraceae","Oxyria","Papaver t.","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Valerianaceae undif.","Viburnum","Viscum","Vitis"
"39815","40479","39179","3066.0","1","3","0","0","0","5","12","2","3","25","0","0","69","0","1","1","0","0","0","0","0","3","2","0","0","0","0","1","0","0","5","5","4","0","0","0","0","202","0","4","0","7","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","38","0","3","0","0","65","5","0","0","0","0","0","0","82","0","0","0","1","1","0","0","0","0","0","0","2","0","1","0","1","5","6","0","0","0","0","0"
"40888","41664","40057","3106.0","4","1","0","0","0","5","25","3","3","77","0","0","5","0","0","1","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","41","6","0","0","1","0","324","0","0","0","4","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","2","0","0","138","9","0","0","0","0","0","0","14","2","0","0","1","5","1","0","0","0","0","0","7","0","0","0","1","0","2","0","0","0","0","0"
"41441","42325","40614","3126.0","16","0","0","0","0","5","16","4","4","38","0","1","10","0","1","1","0","0","0","0","0","5","0","0","0","0","0","4","0","0","0","1","4","0","0","2","0","450","0","0","0","17","0","0","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","42","0","3","0","0","160","8","0","0","0","0","0","0","39","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","4","0","3","0","0","0","0","0"
"41895","42592","41183","3149.0","9","0","0","0","0","4","48","6","5","66","0","1","2","0","0","4","0","0","0","0","0","1","1","0","0","0","0","3","0","0","1","2","2","0","0","1","0","0","0","0","0","3","1","0","0","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","3","0","0","119","8","0","0","4","0","0","0","20","1","0","0","0","6","1","0","0","0","0","0","2","0","0","0","1","0","11","0","0","0","0","0"
"41908","42730","41148","3168.0","5","0","0","0","0","3","16","5","2","46","0","1","6","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","4","0","0","3","0","0","0","1","0","8","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","27","0","3","0","0","150","16","0","0","1","0","0","0","12","1","0","0","0","3","1","0","0","0","0","0","1","0","0","0","6","1","7","0","0","0","0","0"
"42304","42937","41677","3188.0","12","1","0","0","0","6","20","1","8","33","0","2","6","0","0","1","0","0","0","0","0","3","0","0","0","0","0","2","0","0","1","1","8","0","0","0","0","0","0","0","0","16","0","0","0","2","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","36","0","1","0","0","91","4","0","0","0","0","0","0","34","0","0","0","0","2","1","0","0","0","0","0","1","0","1","0","3","2","5","0","0","0","0","0"
"42590","43463","41721","3198.0","4","0","0","0","0","0","1","0","3","4","0","2","20","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","27","5","0","0","0","0","0","0","27","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"42881","43498","42240","3208.0","12","0","0","0","0","3","16","0","6","28","0","1","5","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","3","3","4","0","0","1","0","0","0","0","0","18","0","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","121","4","0","0","0","0","0","0","45","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","0","6","4","0","0","1","0","0"
"43427","44055","42810","3228.0","26","0","0","0","0","11","19","5","7","35","0","3","9","1","0","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","3","8","0","0","0","0","0","0","0","0","14","0","0","3","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","53","0","2","0","0","145","9","0","0","0","0","0","0","35","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","3","2","7","0","0","0","0","0"
"43963","44569","43356","3246.0","42","2","0","0","0","4","11","2","7","34","0","1","14","0","0","2","0","0","0","0","0","6","0","0","0","0","0","2","0","0","1","3","6","0","0","1","0","187","0","1","0","9","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","60","0","0","0","0","100","6","0","0","0","0","0","0","54","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","2","3","4","0","0","0","0","0"
"44463","45163","43735","3265.0","39","1","0","0","0","0","12","1","5","19","0","2","0","1","0","6","0","0","0","0","1","2","0","0","0","0","0","0","0","0","6","1","5","0","0","1","0","124","0","0","0","11","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","45","0","0","0","0","77","2","0","0","0","0","0","0","42","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0"
"45034","46017","44137","3285.0","35","1","0","0","0","4","18","1","5","27","0","1","28","3","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","3","3","6","0","0","2","1","0","0","0","1","18","0","0","0","3","9","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","29","0","2","0","0","103","4","0","0","0","1","0","0","47","2","0","0","0","2","0","0","0","0","0","0","1","0","1","0","1","9","4","0","0","0","0","0"
"45291","45981","44550","3294.5","3","0","0","0","0","3","0","0","1","4","0","2","4","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","1","3","0","0","0","1","18","0","0","1","8","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","1","0","0","47","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"45505","46211","44808","3305.0","43","1","0","0","0","2","23","2","4","20","0","0","22","1","0","1","0","1","0","0","0","11","0","0","0","0","0","0","1","0","3","5","7","0","0","0","0","30","0","0","0","9","0","0","0","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","50","0","1","0","0","85","13","0","0","0","1","0","0","85","0","0","0","0","2","1","0","0","0","0","0","0","0","3","0","1","2","4","0","0","1","0","0"
"45746","46477","45001","3315.0","60","0","0","0","0","5","18","1","3","27","0","1","13","0","0","4","0","0","0","0","0","5","0","0","0","0","0","0","1","0","2","0","4","0","0","1","0","0","0","0","0","21","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","2","0","0","86","4","0","0","0","0","0","0","60","1","0","0","0","4","1","0","0","0","0","0","2","0","0","0","2","7","2","0","0","0","0","0"
"45863","46600","45176","3325.0","29","4","0","0","0","4","10","0","5","22","0","3","8","1","0","2","0","0","0","0","1","6","0","0","0","0","0","0","0","0","4","3","4","0","0","0","0","0","0","0","0","9","0","0","0","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","46","0","1","0","0","59","5","0","0","0","0","0","0","55","0","0","0","0","1","0","0","0","0","0","0","3","0","1","0","2","10","0","0","0","0","0","0"
"46167","46843","45444","3335.0","41","3","0","0","0","1","15","2","6","16","0","1","23","1","0","0","0","1","0","0","0","13","0","0","0","0","0","0","1","0","1","3","10","0","0","1","0","0","0","1","0","14","0","0","1","5","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1","52","0","0","0","0","75","5","0","0","0","0","0","0","75","1","0","0","0","3","2","0","0","0","0","0","1","0","2","0","0","18","0","0","0","0","0","0"
"46435","47264","45644","3344.0","10","5","0","0","0","4","20","2","3","23","0","0","28","0","0","1","0","1","0","0","1","6","0","0","0","0","0","0","1","0","4","1","4","0","0","1","0","5","0","0","0","25","0","0","0","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","33","0","3","0","0","60","5","0","0","0","0","0","0","70","0","0","0","0","0","2","0","0","0","0","0","1","0","5","0","7","7","1","0","0","0","0","0"
"46824","47512","46120","3358.0","40","4","0","0","0","2","8","0","2","20","0","1","20","1","0","1","0","0","0","0","0","8","1","0","0","0","0","1","1","0","5","4","1","0","0","1","0","109","0","0","0","20","1","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","1","0","0","62","4","0","0","0","0","0","0","99","0","0","0","0","4","2","0","0","0","0","0","1","0","4","0","6","9","5","0","0","0","0","0"
"47099","48040","46166","3368.0","25","4","0","0","0","1","9","1","2","13","0","1","23","1","0","1","0","0","0","0","1","10","0","0","0","0","0","0","0","0","3","0","2","0","0","1","0","90","0","0","0","14","0","0","0","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","38","0","0","0","0","63","6","0","0","1","0","0","0","71","1","0","0","1","0","1","0","0","0","0","0","2","0","16","0","6","11","4","0","0","0","0","0"
"47288","47980","46545","3375.0","9","0","0","0","0","4","4","0","3","3","0","1","12","0","0","1","0","0","0","0","0","1","4","0","0","0","0","1","0","0","1","2","0","0","0","0","0","25","0","0","1","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","31","0","0","0","1","0","0","0","38","0","0","0","0","1","2","0","0","0","0","0","1","0","2","0","4","3","1","0","0","0","0","0"
"47639","48467","46826","3388.0","8","4","0","0","0","1","10","0","7","12","0","1","25","3","0","0","0","0","0","0","0","10","0","0","0","0","0","1","1","0","9","1","8","0","0","0","0","89","0","0","0","20","0","0","0","10","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26","0","1","0","0","80","5","0","0","0","0","0","0","77","0","0","0","0","1","4","0","0","0","0","0","0","0","12","0","3","14","11","0","0","0","0","0"
"47915","48603","47207","3398.0","11","2","0","0","0","3","4","1","6","13","0","0","45","0","0","3","0","0","0","0","0","5","1","0","0","0","0","0","0","0","3","1","5","0","0","1","0","137","0","0","0","17","0","0","0","9","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26","0","0","0","0","49","3","0","0","1","0","0","0","90","1","0","0","0","0","2","0","0","0","0","0","1","0","8","0","9","13","1","1","0","0","0","0"
"48189","49171","47246","3408.0","5","5","0","0","0","3","10","2","3","18","0","1","27","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","7","1","4","0","0","1","0","142","0","0","0","27","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","2","0","0","55","4","0","0","1","0","0","0","96","0","0","0","0","1","2","0","0","0","0","0","0","0","5","0","11","18","7","0","0","0","0","0"
"48461","49181","47741","3418.0","13","6","0","0","0","5","2","3","4","17","0","0","30","1","1","0","0","0","0","0","0","24","1","0","0","0","0","0","0","0","7","6","10","0","0","1","0","187","0","0","0","43","0","0","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","43","0","1","0","0","62","2","0","0","3","0","0","0","102","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","11","14","3","0","0","0","0","0"
"48733","49648","47876","3428.0","5","7","0","0","0","2","14","0","7","31","1","0","52","0","0","1","0","1","0","0","1","15","3","0","0","0","0","1","1","0","3","2","6","0","0","5","0","238","0","1","0","37","0","0","0","9","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","1","0","0","100","6","0","0","2","0","0","0","87","0","0","0","1","2","2","0","0","0","0","0","1","0","1","0","25","12","0","0","0","0","0","0"
"49007","49732","48265","3438.0","2","4","0","0","0","4","14","1","3","16","0","2","21","0","0","0","0","0","0","0","1","5","2","0","0","0","0","1","0","0","8","4","8","0","0","0","0","152","0","0","0","13","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","71","5","0","0","0","1","0","0","57","0","0","0","0","2","1","0","0","0","0","0","0","0","4","0","13","8","8","0","0","0","0","0"
"49279","49965","48558","3448.0","0","1","0","0","0","1","0","0","1","3","0","3","8","0","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","4","4","0","0","0","0","0","0","0","0","9","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","1","0","0","39","0","0","0","2","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0"
"49546","50290","48815","3458.0","2","7","0","0","0","2","4","1","8","24","0","1","30","0","0","0","0","4","0","0","1","1","0","0","0","0","12","3","0","0","5","3","4","0","0","1","0","139","0","2","0","24","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","3","0","0","82","2","0","0","1","0","0","0","51","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","15","10","0","0","0","0","0","0"
"49866","50867","48857","3469.0","0","4","0","0","0","0","6","0","11","15","0","2","19","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","6","8","0","0","1","0","136","0","0","0","12","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","95","4","0","0","3","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","2","4","0","0","0","0","0"
"50248","51020","49476","3488.0","0","4","0","0","0","1","35","8","8","26","0","1","7","0","0","1","0","0","0","0","0","1","0","0","0","0","4","5","0","0","1","7","13","0","0","0","0","480","0","1","0","3","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","106","10","0","0","3","0","0","0","31","0","0","0","0","3","2","0","0","0","0","0","0","0","1","0","0","1","5","0","0","0","0","0"
"52063","53089","51026","3562.0","1","1","0","0","0","3","41","7","11","74","0","0","5","0","0","3","0","0","0","0","0","1","3","0","0","0","1","0","2","0","0","8","9","0","0","3","0","440","0","0","0","5","0","0","0","1","12","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","2","0","0","180","7","0","0","0","0","0","0","28","0","0","0","0","2","1","0","0","0","0","0","6","0","1","0","0","0","6","0","0","0","0","0"
"52493","53327","51680","3582.0","5","0","0","0","0","2","20","1","8","25","1","0","17","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","9","0","0","2","0","435","0","2","1","12","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","2","0","0","124","15","0","0","3","0","0","0","41","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0"
"53194","54073","52316","3612.0","1","0","0","0","0","2","42","3","3","77","0","0","3","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","5","5","0","0","0","0","321","0","2","0","0","0","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","134","30","0","0","0","0","0","0","10","0","0","0","0","3","2","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0"
"53440","54228","52654","3624.0","2","0","0","0","0","1","31","4","9","80","0","1","3","0","0","3","0","0","0","0","0","0","2","0","0","0","0","2","1","0","0","0","4","0","0","3","0","340","0","6","0","2","1","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","2","0","0","155","6","0","0","0","0","0","0","12","0","0","0","1","1","3","0","0","0","0","0","3","0","0","0","0","1","8","0","0","0","0","0"
"53560","54423","52724","3634.0","2","0","0","0","0","0","32","6","5","48","0","0","7","0","0","3","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","8","0","0","5","0","182","0","2","0","3","0","0","0","1","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","45","0","2","0","0","163","9","0","0","0","0","0","0","21","0","0","0","0","6","1","0","0","0","1","0","0","0","0","0","2","1","9","0","0","0","0","0"
"53961","54891","53026","3663.0","14","0","0","0","0","2","27","6","6","36","1","0","3","0","0","7","0","0","0","0","1","2","2","0","0","0","1","0","0","0","4","6","8","0","0","1","0","137","22500","0","0","23","0","0","1","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0","135","15","0","0","0","0","0","0","52","4","0","0","0","2","2","0","0","0","0","0","1","0","0","0","1","3","0","0","0","0","0","0"
"54217","55035","53400","3683.0","8","0","0","0","0","2","6","1","6","44","0","0","18","0","0","0","0","0","0","0","0","0","2","0","0","0","2","4","0","0","2","10","7","0","0","3","0","289","22500","1","1","29","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","99","4","0","0","3","0","0","0","68","0","0","0","1","0","0","0","0","0","1","0","2","0","1","0","1","5","8","0","0","0","0","0"
"54800","55675","53920","3723.0","4","1","0","0","0","2","18","2","4","28","0","0","18","0","0","4","0","0","0","0","0","1","0","0","0","0","2","0","2","0","2","10","12","0","0","1","0","150","22500","0","0","21","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","32","0","2","0","0","107","15","0","0","0","0","0","0","55","0","0","0","0","2","3","0","0","0","0","0","1","0","0","0","1","3","4","0","0","0","0","0"
"54981","55774","54155","3743.0","8","2","0","0","0","2","8","2","5","24","0","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","2","0","0","4","0","165","22500","1","0","43","0","0","1","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","49","0","4","0","0","96","4","0","0","0","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","4","0","0","0","0","0"
"55358","56217","54537","3770.0","2","0","0","0","0","2","14","2","8","24","0","0","20","0","0","6","0","0","0","0","1","0","1","0","0","0","0","1","0","0","2","4","5","0","0","3","0","115","22500","2","0","6","0","0","0","4","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","3","0","0","121","10","0","0","1","0","0","0","55","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0"
"55682","56504","54832","3790.0","1","2","0","0","0","4","14","2","5","33","0","0","10","0","0","6","0","0","0","0","1","0","1","0","0","0","0","3","0","0","0","10","5","0","0","0","0","220","22500","1","0","12","0","0","0","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","1","0","0","154","11","0","0","2","1","0","0","55","1","0","0","0","1","0","0","0","0","0","0","2","0","0","0","3","0","2","0","0","0","0","0"
"56205","57308","55068","3832.0","1","0","0","0","0","3","12","3","2","40","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","14","4","0","0","4","0","0","0","0","0","8","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","18","0","0","0","0","122","1","0","0","5","0","0","0","20","0","0","0","0","1","2","0","0","0","0","0","3","0","0","0","2","3","3","0","0","0","0","0"
"56346","57193","55509","3872.0","1","1","0","0","0","1","39","4","6","85","0","0","1","0","0","4","0","0","0","0","0","2","1","0","0","0","1","0","1","0","0","13","6","0","0","1","0","0","0","0","0","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","6","0","0","158","3","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"56734","57604","55841","3892.0","1","0","0","0","0","0","18","3","8","67","0","2","0","0","1","2","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","5","4","0","0","2","0","0","0","0","0","4","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","21","0","2","0","0","165","1","0","0","1","0","0","0","26","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0"
"57213","58081","56377","3934.0","0","0","0","0","0","4","12","2","3","50","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","18","4","0","0","3","0","0","65000","0","0","6","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","1","0","0","123","14","0","0","0","0","0","0","19","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","1","0","4","0","0","0","0","0"
"57592","58742","56500","3954.0","0","1","0","0","0","9","16","2","3","31","0","0","11","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0","0","0","5","13","3","0","0","2","0","0","65000","0","0","12","1","0","1","4","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","28","0","0","0","0","138","5","0","0","2","0","0","0","37","0","0","0","1","2","3","0","0","0","1","1","1","0","0","0","3","4","6","0","0","0","0","0"
"58048","59120","56943","3972.0","0","1","0","0","0","2","12","0","0","23","0","0","8","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","20","11","0","0","1","0","790","22500","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","28","0","1","0","0","135","9","0","0","4","0","0","0","29","0","0","0","0","2","1","0","0","0","0","0","3","0","0","0","3","1","3","0","0","0","0","0"
"58724","59918","57563","4012.0","1","3","0","0","0","3","19","0","1","43","0","0","4","0","0","3","0","0","0","0","0","0","5","0","0","0","1","1","0","0","0","23","5","0","0","1","0","158","22500","0","0","6","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","19","0","2","0","0","145","1","0","0","3","0","0","0","31","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","9","1","1","0","0","0","0","0"
"59082","60143","58052","4032.0","1","0","0","0","0","3","8","0","4","43","0","3","2","0","0","0","0","0","0","0","0","0","5","0","0","0","0","3","0","0","1","17","2","0","0","2","0","524","22500","0","0","11","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","1","0","0","123","4","0","0","3","0","0","0","31","0","0","0","0","5","1","0","0","0","0","0","1","0","0","0","7","1","0","0","0","17","0","0"
"60020","60857","59177","4090.0","0","0","0","0","0","2","24","5","2","63","0","0","6","0","0","2","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","31","8","1","0","0","0","223","0","1","0","2","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","1","0","0","126","3","0","0","0","0","0","0","22","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0"
"60864","61916","59847","4152.0","1","0","0","0","0","2","42","1","2","88","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","58","7","0","0","2","0","192","65000","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","3","0","0","75","3","0","0","0","0","0","0","3","0","0","0","0","2","1","0","0","0","0","0","3","0","0","0","1","0","2","0","0","0","0","0"
"62270","63248","61275","4212.0","1","0","0","0","0","1","40","5","7","74","0","1","1","0","1","3","0","0","0","0","0","0","3","0","0","0","1","1","0","0","0","26","0","0","0","1","0","252","65000","0","0","1","1","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","106","6","0","0","0","0","0","0","5","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0"
"63759","64683","62846","4292.0","38","0","0","0","0","15","43","5","6","51","0","1","2","1","1","0","0","0","0","0","2","2","0","0","0","0","1","1","1","0","0","11","1","0","0","2","1","240","65000","0","0","19","1","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","0","4","0","0","66","4","0","0","0","0","0","0","39","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","3","0","0","0","0","0"
"64246","65226","63253","4332.0","4","0","0","0","0","2","58","5","6","106","0","0","6","0","0","3","0","0","0","0","1","1","1","0","0","0","0","2","0","0","2","11","2","0","0","1","0","281","65000","0","0","9","2","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","15","0","7","0","0","93","3","0","0","0","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0"
