"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Acalypha","Acanthaceae undif.","Adansonia digitata","Adenia","Adina","Afraegle","Afzelia","Alchornea","Allophylus t.","Amaranthaceae undif.","Anacardiaceae undiff.","Annonaceae","Antidesma t.","Apiaceae undif.","Apocynaceae undif.","Araliaceae undif.","Arecaceae undif.","Artemisia","Asteraceae","Balanites","Blepharis","Blighia","Bombax","Boraginaceae undif.","Borreria t.","Boswellia","Brassicaceae","Bridelia","Burkea","Caesalpinioideae","Capparaceae undif.","Caryophyllaceae undif.","Cassia","Celastraceae undif.","Celtis","Centaurea","Chrozophora","Cichorieae","Cissampelos","Cissus t.","Clematis-type","Cleome","Cochlospermum","Cola","Combretaceae","Commelina","Commiphora","Convolvulaceae","Cordia","Crossopteryx","Cucumis","Cucurbitaceae undif.","Cussonia","Cyperaceae","Detarium","Dialium","Diospyros/Euclea t.","Dombeya","Elaeis","Entada","Ephedra","Erica t.","Erythrina","Euphorbiaceae undif.","Faboideae Undif.","Fern","Ficus","Grewioideae","Heliotropium","Hygrophila","Hymenocardia","Hyphaene t.","Indeterminable","Indigofera","Ipomoea","Irvingia","Isoberlinia","Ixora","Jatropha/Croton","Justicia t.","Kohautia","Lamiaceae undif.","Lannea","Lobelia","Lophira","Lythraceae undif.","Macaranga","Maerua","Mallotus","Malva undif.","Manilkara","Meliaceae undif.","Menispermaceae undif.","Mitracarpus","Mitragyna/Hallea","Monotes","Moraceae undif.","Morelia","Mussaenda","Nauclea","Nymphaea","Olea t.","Parkia","Petaloid monocot","Phoenix t.","Phyllanthus undif.","Piliostigma","Pinus undif.","Poaceae","Podocarpus","Polygonum t.","Portulacaceae t.","Prosopis t.","Raphia","Rubiaceae undif.","Rutaceae undif.","Salix","Salvadora","Sapindaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Sideroxylon t.","Solanum","Spergularia t.","Sterculia","Strychnos","Syzygium t.","Tacazzea","Tapinanthus","Thunbergia","Thymelaeaceae undif.","Trema","Typha","Uapaca","Urtica t.","Vernonieae","Vitaceae undif.","Vitex","Ximenia","Ziziphus/Paliurus"
"5030.18"," 481.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   2.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  60.00","   1.00","   1.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   7.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","  14.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 630.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","  64.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"5228.62"," 492.00","   0.00","   2.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   0.00","   0.00","   1.00","   0.00","   9.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  16.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  84.00","   1.00","   1.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   5.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   9.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 597.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","  96.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"5445.1"," 504.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  71.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   4.0","   2.0","   0.0","   0.0","   0.0","   7.0","   0.0","   8.0","   1.0","   0.0","   1.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0"," 430.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  87.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"5643.54"," 515.00","   0.00","   2.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   4.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   1.00","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   7.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  14.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  72.00","   1.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   2.00","   4.00","   2.00","   0.00","   0.00","   0.00","   7.00","   0.00","  14.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   2.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00"," 611.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 137.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"5832.96"," 525.50","   0.00","   1.00","   0.00","   0.00","   3.00","   0.00","   1.00","   1.00","   4.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","  94.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   2.00","   7.00","   1.00","   0.00","   0.00","   0.00","   8.00","   0.00","   9.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   2.00","   0.00","   4.00","   0.00","   4.00","   1.00","   0.00","   0.00","   0.00"," 551.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00"," 155.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"6004.34"," 535.00","   0.00","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   2.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","  69.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   5.00","   3.00","   0.00","   0.00","   0.00","   9.00","   0.00","   8.00","   0.00","   0.00","   1.00","   0.00","   4.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   1.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   1.00","   0.00","   4.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00"," 481.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 188.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00"
"6184.74"," 545.00","   0.00","   3.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   4.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   3.00","   2.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   9.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  84.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   3.00","  11.00","   1.00","   0.00","   0.00","   0.00","  13.00","   0.00","  19.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   4.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   1.00","   0.00","   7.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00"," 555.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   4.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00"," 210.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"6379.889"," 555.000","   1.000","   4.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   2.000","   2.000","   0.000","   0.000","   1.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  58.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   5.000","   1.000","   0.000","   1.000","   0.000","  16.000","   0.000","  31.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   1.000","   2.000","   1.000","   2.000","   0.000","   1.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   2.000","   0.000","   4.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000"," 570.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 157.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"6658.063"," 567.500","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   6.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  59.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   5.000","   5.000","   2.000","   0.000","   0.000","   0.000","  10.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000"," 445.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000"," 169.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"6869.475"," 577.000","   1.000","   7.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  90.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   3.000","   2.000","   0.000","   0.000","   0.000","  12.000","   0.000","  24.000","   1.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   1.000","   0.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   3.000","   1.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 607.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 158.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"7158.775"," 590.000","   0.000","   6.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   1.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   1.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   3.000","  98.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   3.000","   5.000","   0.000","   1.000","   0.000","   1.000","  10.000","   0.000","  18.000","   0.000","   0.000","   1.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   4.000","   0.000","   4.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 520.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 149.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"
"7381.314"," 600.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  59.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   8.000","   3.000","   0.000","   0.000","   0.000","   7.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   1.000","   1.000","   0.000","   1.000","   0.000"," 429.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000"," 103.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"7670.615"," 613.000","   0.000","   4.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   5.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  92.000","   1.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   7.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000"," 660.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 125.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000"
"7882.027"," 622.500","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  89.000","   2.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   2.000","   0.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 622.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  99.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8160.201"," 635.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   7.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   8.000","   1.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   5.000","  63.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   3.000","   7.000","   0.000","   2.000","   0.000","   0.000","  13.000","   0.000","  16.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   1.000","   0.000","   5.000","   0.000","   0.000","   0.000","   1.000","   0.000","   6.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   1.000","   1.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 510.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   2.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000"," 143.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000"
"8382.74"," 645.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   7.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   8.00","   2.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","  17.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   8.00","  68.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","  12.00","   3.00","   0.00","   0.00","   0.00","  12.00","   0.00","   5.00","   0.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   2.00","   0.00","   1.00","   0.00","  10.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   5.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00"," 607.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 182.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00"
"8594.152"," 654.500","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   8.000","   1.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","  74.000","   1.000","   1.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  11.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   5.000","   0.000","   3.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  10.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000"," 459.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 121.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000"
