"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae","Anthoceros t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Bryonia","Buxus","Callitriche","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Ceratonia","Chamaerops","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Elaeagnus","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagopyrum","Fagus","Fern","Fern-Lycopodiaceae","Ficus","Filipendula t.","Fraxinus","Fungi","Galium t.","Genisteae","Gentiana t.","Geranium","Hedera","Hypericum undif.","IsoÃ«tes","Lamiaceae undif.","Linum t.","Loranthus","Lotus t.","Lycopodium spike","Lycopodium tablets","Lythrum","Mercurialis","Morus","Myriophyllum undif.","Myrtus","Nerium","Nuphar","Olea t.","Onagraceae","Ononis t.","Papaver t.","Paronychieae","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Primula","Protist","Prunus t.","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Riccia","Rosa t.","Rosaceae undif.","Rumex t.","Ruppia","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Secale","Sparganium","Spergularia t.","Styrax","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Ulmus t.","Urtica t.","Utricularia","Valeriana t.","Valerianella","Vitis"
" 7227",NA,NA,"  844","    1","    0","    0","    0","    0","    0","   13","    0","    1","   35","    0","    0","    0","    1","    4","    3","    0","    0","    0","    2","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    2","    2","   40","    0","    0","    1","    0","    9","    6","    0","    0","    0","    0","  386","    0","    0","    0","    0","    9","    1","    0","    0","    1","   12","    0","    0","    0","    0","    0","    0","    4","    3","    0","    0","    0","  281","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    9","   19","    2","    0","   13","    1","    0","    0","    0","    0","    0","    0","    0","    0","    4","    1","    0","    1","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    5","    0","    0","    0","    0","    0","    0"
" 7237",NA,NA,"  845","    1","    1","    0","    0","    0","    1","    7","    0","    4","    5","    0","    0","    0","    3","    1","    1","    0","    0","    0","    2","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    3","   28","    0","    0","    3","    0","    7","    9","    0","    0","    0","    0","  376","    1","    0","    0","    0","    9","    0","    0","    0","    0","    9","    0","    0","    3","    0","    0","    0","    8","    0","    0","    0","    0","  218","41697","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","   35","    0","    0","   26","    1","    0","    1","    0","    0","    0","    0","    0","    0","    5","    1","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    1","    0","    0","    0","    0"
" 7247",NA,NA,"  846","    1","    0","    0","    0","    0","    0","   11","    1","    1","    7","    0","    1","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    3","   42","    0","    1","    1","    0","    3","    7","    0","    0","    0","    0","  397","    0","    0","    0","    1","    2","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    3","  177","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","   22","    2","    0","   10","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    3","    1","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0"
" 7258",NA,NA,"  847","    1","    0","    0","    0","    0","    0","    6","    3","    0","   13","    0","    0","    0","    2","    0","    9","    0","    0","    0","   16","    0","    0","    0","    1","    0","    2","    0","    1","    0","    0","    0","    0","    2","  110","    0","    0","    1","    0","    7","    2","    0","    0","    0","    0","  285","    0","    0","    0","    0","   58","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","   11","    1","    0","    0","    0","  202","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","   22","    2","    0","   29","    0","    0","    0","    3","    0","    0","    1","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 7269",NA,NA,"  848","    1","    0","    0","    0","    0","    1","   10","    1","    0","    8","    0","    0","    0","    1","    4","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","   43","    0","    0","    0","    0","    2","   11","    0","    0","    0","    0","  387","    0","    0","    0","    1","    8","    0","    0","    0","    1","   18","    0","    0","    0","    0","    0","    0","   10","    1","    0","    0","    0","  340","41697","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","   29","    1","    0","   11","    0","    0","    2","    1","    0","    0","    1","    0","    0","    1","    1","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1"
" 7279",NA,NA,"  849","    1","    0","    0","    0","    0","    1","    3","    0","    0","   19","    0","    0","    1","    0","    4","    4","    0","    1","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   31","    0","    0","    1","    0","    5","   10","    0","    0","    0","    0","  411","    0","    0","    0","    0","   18","    0","    0","    0","    1","   34","    0","    0","    0","    0","    0","    0","    5","    2","    0","    0","    0","  289","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    5","   15","    1","    0","   19","    0","    0","    1","    0","    0","    0","    1","    0","    0","    1","    1","    0","    0","    0","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 7290",NA,NA,"  850","    1","    0","    0","    0","    0","    0","   16","    1","    2","   18","    1","    0","    0","    2","    1","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","   42","    0","    0","    0","    0","    2","   12","    0","    0","    0","    1","  403","    0","    0","    0","    1","    2","    0","    0","    1","    0","   11","    0","    0","    0","    0","    0","    0","   15","    2","    0","    0","    0","  296","62545","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   19","    0","    0","    5","    1","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    1","    3","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0"
" 7397",NA,NA,"  860","    1","    0","    0","    0","    0","    0","    4","    0","   12","    5","    1","    0","    0","    0","    0","    3","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   20","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","  448","    0","    0","    0","    0","    0","    0","    0","    0","    0","   27","    0","    0","    0","    0","    0","    0","    8","    0","    1","    0","    0"," 1248","62545","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 7620",NA,NA,"  880","    1","    0","    0","    0","    0","    3","    6","    0","    3","   21","    1","    0","    0","    0","    2","    6","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","   51","    0","    0","    2","    0","    0","    4","    0","    0","    0","    0","  406","    0","    4","    0","    0","    4","    5","    0","    0","    2","   31","    1","    0","    0","    0","    0","    0","   12","    0","    0","    0","    0"," 1077","62545","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    7","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0","    3","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 7734",NA,NA,"  890","    1","    0","    0","    0","    0","    0","    0","    0","    3","   16","    3","    0","    0","    0","    0","   14","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","   13","    0","    0","    0","    0","    1","    7","    0","    1","    0","    0","  446","    0","    0","    0","    0","    3","    0","    0","    0","    0","   45","    1","    0","    0","    0","    0","    0","    6","    1","    9","    0","    0","   85","62545","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    3","    0","    0","    9","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 7792",NA,NA,"  895","    1","    0","    0","    0","    0","    0","    4","    2","    0","   19","    0","   19","    0","    0","    0","   14","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","   14","    0","    0","    0","    0","    2","    4","    0","    0","    0","    0","  447","    0","    0","    0","    0","    2","    0","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","   11","    0","    0","    0","    0","  141","62545","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    9","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    5","    0","    0","    0","    0"
