"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Abutilon t.","Acer","Acorus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Butomus","Buxus","Calligonum","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Cichorieae","Cistaceae","Clematis-type","Convolvulaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Fagus","Fallopia","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Genisteae","Geraniaceae undif.","Geranium","Hedera","HippophaÃ«","Hippuris","Hydrocharitaceae","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Lamiaceae undif.","Lemnaceae","Leontice","Linum t.","Lonicera","Lotus t.","Lysimachia","Lythrum","Malva","Matthiola","Menyanthes","Mercurialis","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Nuphar","Nymphaea","Nymphoides","Olea t.","Onagraceae","Ononis t.","Papaver t.","Paronychieae","Pediastrum divergens","Pediastrum longicorne","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Pseudopediastrum brevicorne","Pseudopediastrum kawraiskyi","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnaceae undif.","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Searsia","Solanum","Sparganium","Spergularia t.","Taxus","Thalictrum","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Utricularia","Valeriana t.","Viburnum","Viscum","Vitis","Ziziphus/Paliurus","cf. Lycopodium"
"47704","49470","46102"," 1000","   10","    0","    1","    0","    2","    0","    3","   21","    0","    1","    1","   52","    0","    4","    1","    0","    0","    2","    0","    0","    0","    0","    0","    1","    0","    5","    0","    0","    1","    0","    0","    0","    0","    5","    2","    9","    0","    0","    8","    0","    0","    0","    0","    3","    1","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","  142","    0","    1","    0","    0","   51","    2","    2","    0","    0","    0","    0","    0","  218","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    5","   24","    0","    0","    0","    0","    0","    0","    0","    0"
"48195","49986","46569"," 1010","    3","    0","    1","    0","   21","    0","    2","   62","    0","    0","    1","   77","    0","    8","    2","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    3","    0","    2","    7","    0","    0","    0","    0","    3","    8","   43","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    9","    3","    0","    0","    0","  138","    0","    7","    1","    0","  160","    0","    4","    0","    4","    0","    0","    0","  243","    0","    2","    0","    0","    0","    7","    0","    0","    0","    0","    1","    0","    0","   15","    0","    0","    1","    0","    0","    0","    3","   14","    0","    0","    0","    0","    0","    0","    0","    0"
"48685","50502","47037"," 1020","    2","    0","    1","    0","   11","    1","    9","   60","    0","   11","    6","  175","    0","   13","    3","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    6","    0","    4","    3","    0","    1","    0","    0","    4","    5","   45","    0","    0","   11","    0","    0","    0","    2","    0","    0","    5","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    9","    0","    0","    0","   71","    0","    1","    0","    0","  160","    1","    5","    0","    6","    0","    0","    0","  288","    1","    3","    0","    0","    0","   14","    0","    0","    0","    0","    0","    1","    0","   38","    0","    0","    0","    0","    1","    3","    6","   42","    0","    0","    0","    0","    0","    0","    0","    0"
"49176","51017","47504"," 1030","    1","    0","    0","    0","    8","    0","    5","   40","    0","    6","    2","  108","    0","   12","    4","    0","    0","    4","    0","    0","    0","    0","    0","    0","    1","    5","    0","    4","    2","    1","    0","    0","    0","    2","   12","   33","    0","    0","   24","    0","    0","    1","    1","    0","    0","    1","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","   58","    0","    3","    0","    0","   85","    0","    7","    0","    0","    0","    0","    0","  217","    0","    1","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","   13","    0","    0","    1","    0","    0","    0","    2","   20","    0","    0","    1","    0","    0","    0","    0","    0"
"49667","51531","47970"," 1040","    2","    0","    0","    0","   60","    1","    4","   43","    0","   11","    5","  114","    0","   23","    4","    1","    0","    0","    0","    0","    1","    0","    1","    0","    0","    7","    0","    3","    4","    0","    0","    0","    0","    0","    2","   66","    0","    0","   13","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    3","    0","    0","    0","  132","    0","    1","    0","    0","  175","    3","    2","    0","    1","    0","    0","    0","  210","    0","    3","    0","    0","    1","   11","    1","    0","    0","    0","    0","    0","    0","   19","    0","    0","    3","    1","    0","    0","    2","    8","    0","    0","    0","    0","    0","    0","    0","    0"
"50158","52047","48438"," 1050","    4","    0","    0","    0","    4","    0","    4","   72","    0","    4","    2","   99","    0","    7","    2","    0","    0","    1","    0","    0","    0","    0","    0","    2","    0","    2","    0","    5","    6","    0","    0","    0","    0","    1","    2","   24","    0","    0","    5","    0","    0","    0","    0","    0","    1","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","   45","    0","    2","    0","    0","  115","    0","    3","    0","    1","    0","    0","    0","  252","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   15","    0","    0","    1","    0","    0","    0","    1","   90","    0","    0","    0","    0","    0","    0","    0","    0"
"50649","52562","48905"," 1060","    3","    0","    0","    0","   24","    0","    7","   99","    0","    3","   10","  249","    0","   35","   10","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    6","    0","   14","   13","    0","    0","    0","    2","    4","   19","   97","    0","    0","   12","    0","    0","    2","    1","    1","    0","    3","    0","    0","    0","   12","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","   11","    1","    0","    0","   42","    0","    2","    0","    0","  320","    5","   12","    0","    6","    2","    0","    0","  220","    0","    5","    0","    0","    1","   16","    1","    0","    0","    0","    0","    0","    0","   36","    0","    0","    1","    0","    0","    1","    3","   56","    0","    0","    0","    0","    0","    0","    0","    0"
"51140","53077","49372"," 1070","    5","    0","    0","    0","   47","    0","    4","   83","    0","   19","    6","  198","    0","    9","    4","    0","    1","    1","    0","    0","    0","    0","    0","    1","    1","    4","    0","    3","    6","    0","    0","    0","    0","    2","    8","  144","    0","    0","    8","    1","    0","    0","    0","    0","    0","   14","    0","    0","    0","    6","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   14","    0","    0","    0","    0","    1","    0","    0","    0","    1","    8","   21","    0","    0","    0","   51","    0","    1","    0","    0","  210","    0","    9","    0","    0","    1","    3","    0","  198","    3","    6","    0","    0","    0","   38","    1","    0","    0","    0","    0","    0","    0","  117","    0","    0","    1","    1","    0","   10","    3","   22","    0","    0","    0","    0","    0","    0","    0","    0"
"51631","53593","49840"," 1080","    4","    0","    2","    0","  136","    3","    2","  130","    0","   28","    5","  194","    0","   35","    4","    2","    0","    4","    0","    0","    0","    0","    0","    0","    3","    0","    0","    4","    0","    1","    0","    0","    0","    1","    5","  162","    0","    0","    6","    0","    0","    0","    0","    2","    0","    9","    0","    0","    0","    7","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   24","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","   38","    0","    0","    0","    0","  146","    5","   10","    0","    0","    0","    0","    0","   85","    0","   12","    0","    0","    0","    3","    1","    0","    0","    0","    0","    0","    0","  353","    0","    0","    1","    0","    2","    0","    0","   34","    0","    0","    0","    0","    0","    0","    0","    0"
"52122","54108","50307"," 1090","   12","    0","    1","    0","  271","    3","    4","  183","    0","   46","    5","  314","    0","   62","    8","    0","    0","   33","    0","    0","    0","    0","    0","    0","    8","    5","    0","   11","    1","    1","    0","    0","    0","    3","   14","  360","    0","    0","    9","    0","    0","    0","    0","    0","    0","   19","    0","    0","    0","    6","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","   37","    0","    1","    0","    0","    1","    0","    0","    0","    0","    1","    8","    0","    0","    0","   83","    0","    2","    0","    0","  151","    8","   11","    0","    0","    0","    0","    1","  175","    0","   11","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","  316","    0","    0","    1","    0","    0","    2","    2","   42","    1","    1","    0","    0","    0","    0","    0","    0"
"52613","54624","50774"," 1100","    5","    0","    0","    0","   67","    0","    2","   64","    0","    9","    5","  195","    0","   25","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    0","    1","    1","    0","    0","    0","    0","    4","    4","   95","    0","    0","    5","    0","    0","    0","    0","    0","    0","   18","    2","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","   17","    0","    0","    0","    0","    0","    0","    0","    0","    2","    2","    1","    0","    0","    0","   42","    0","    1","    0","    0","   83","    2","    5","    0","    0","    0","    0","    0","   52","    0","    7","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","  396","    0","    0","    3","    1","    0","    1","    0","   38","    0","    0","    0","    0","    0","    0","    0","    0"
"53104","55138","51240"," 1110","   10","    0","    0","    0","  152","    2","    5","  105","    0","   27","   11","  306","    0","   35","    2","    1","    0","   12","    0","    0","    0","    0","    0","    0","    1","    5","    0","   13","    3","    0","    0","    0","    0","    1","    8","  216","    0","    0","    7","    0","    0","    2","    2","    1","    0","   15","    0","    0","    0","    8","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","   73","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    7","    1","    0","    0","   42","    0","    1","    0","    0","  200","    5","   12","    0","    0","    0","    0","    1","  146","    0","    6","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","  792","    0","    0","    3","    1","    0","    2","    7","   14","    0","    0","    0","    0","    0","    1","    0","    0"
"53399","55447","51520"," 1116","   11","    0","    0","    0","  428","    2","    1","   99","    0","   22","    8","  227","    0","   16","    9","    3","    0","    7","    0","    0","    1","    0","    0","    0","    6","    4","    0","   10","    4","    0","    0","    0","    0","    4","    9","  306","    0","    0","    1","    0","    0","    0","    1","    1","    0","    8","    0","    0","    0","    6","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   36","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    4","    0","    0","    0","   70","    0","    1","    0","    0","  319","    5","   11","    0","    0","    0","    0","    4","  107","    3","   12","    0","    0","    0","   11","    1","    0","    0","    0","    0","    0","    0","  661","    0","    0","    1","    1","    0","    2","    5","   80","    0","    0","    0","    0","    0","    0","    0","    0"
"54086","56168","52174"," 1130","    6","    0","    0","    0","  294","    1","    0","  138","    0","   54","   10","  296","    0","   22","    8","    0","    0","   20","    0","    0","    0","    0","    0","    6","    8","    1","    0","    9","    3","    0","    0","    0","    0","    1","    1","  318","    0","    0","    7","    1","    0","    0","    1","    4","    8","   11","    0","    0","    0","   12","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   12","    0","    0","    0","    0","    0","    0","    0","    1","    0","    4","    4","    0","    0","    0","   67","    0","    2","    0","    0","  328","    1","   16","    0","    0","    0","    0","    1","   81","    1","   14","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","  310","    0","    0","    5","    1","    0","    1","    1","   54","    0","    1","    0","    0","    0","    0","    0","    0"
"54577","56684","52641"," 1140","    1","    0","    1","    0","   62","    0","    1","  109","    0","   16","   11","  172","    0","   51","    5","    0","    0","    4","    0","    0","    0","    0","    0","    0","    3","    1","    0","   12","    3","    0","    0","    0","    0","    1","    6","  201","    0","    0","    2","    0","    0","    0","    0","    0","    0","   12","    0","    0","    0","    6","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0","    0","    0","   26","    0","    4","    0","    0","  249","    6","    8","    0","    0","    0","    0","    2","   71","    0","   15","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","   53","    0","    0","    0","    0","    0","    0","    5","   64","    0","    0","    0","    0","    0","    0","    0","    0"
"55068","57198","53106"," 1150","    3","    0","    1","    0","   90","    1","    2","   69","    0","   20","   10","  212","    0","   46","    9","    0","    0","    8","    0","    0","    0","    0","    0","    0","   11","    0","    0","    7","    4","    0","    0","    0","    0","    1","    2","  188","    0","    0","    4","    0","    0","    0","    0","    1","    0","   17","    0","    0","    0","    4","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    0","    0","    0","   45","    0","    2","    0","    0","  168","    6","    3","    0","    0","    1","    0","    2","   54","    0","    5","    0","    0","    0","    3","    1","    0","    0","    0","    0","    0","    0","   86","    0","    0","    2","    1","    0","    2","    3","   72","    0","    0","    0","    0","    0","    0","    0","    0"
"55804","57971","53806"," 1165","   10","    0","    0","    0","  109","    0","    4","  144","    0","   16","    4","  294","    0","   38","   13","    1","    0","    2","    0","    0","    0","    0","    0","    0","    4","    1","    0","   10","    3","    0","    0","    0","    0","    3","    3","  395","    0","    0","    3","    0","    0","    0","    0","    0","    0","   45","    4","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    9","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","   17","    0","    0","    0","  162","    0","    7","    0","    0","  239","    1","    2","    0","    0","    0","    0","    0","  137","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","  122","    0","    0","    1","    1","    0","    2","    3","   80","    0","    0","    0","    0","    0","    0","    0","    0"
