"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Cannabaceae undif.","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fraxinus","Geraniaceae undif.","Hedera","Hypecoum","Juglans","Lamiaceae undif.","Ligustrum","Lythrum","Malva undif.","Myriophyllum undif.","Myrtaceae undif.","Olea t.","Papaver t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Potamogeton","Protist","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Solanaceae undif.","Sparganium","Tamarix","Thalictrum","Thymelaeaceae undif.","Tilia","Typha","Ulmus t.","Unknown","Urtica t.","Viburnum","Vitis"
"9507","9853","9233","1960","   0","   0","   0","   0","  14","  32","  10","   0","  17","   0","   0","   0","   0","   0","   0","   0","   0","  43","   5","   0","   0","   1","   0","   6","  13","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","  18","   0","   1","   2","  44","   6","   0","   0","  83","  11","   0","   2","   0","   1","  13","  50","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   4","   0","   8","   0","   0","   1"
"9519","9868","9242","1970","   0","   0","   3","   1","   6","  21","  12","   0","   9","   1","   0","   0","   2","   0","   0","   0","   1","  14","  11","   0","   0","   1","   0","   1","  11","   0","   0","   8","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  13","   0","   0","   3","  31","  19","   1","   0","  45","   4","   3","   0","   0","   4","  16","  36","   2","   3","   0","   1","   2","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   2","   0","   5","   0","   0","   2"
"9530","9883","9251","1980","   0","   0","   0","   0","   7","  43","  23","   0","  15","   2","   0","   0","   1","   0","   0","   0","   0","  21","   3","   0","   1","   0","   0","   4","  29","   0","   0","   4","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  21","   0","   0","   2","  30","   4","   0","   0","  75","   6","   0","   0","   0","   1","  19","  75","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   5","   0","   0","   0"
"9542","9898","9260","1990","   0","   0","   0","   0","  46","  23","  21","   0","  15","   1","   0","   0","   2","   0","   0","   0","   3","  33","   4","   0","   1","   0","   0","   1","  14","   0","   0","  31","   0","   0","   2","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","  25","   0","   0","   3","  60","  12","   0","   0","  82","   7","   0","   0","   0","   1","  12","  63","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   7","   0","   1","   0","   1","  10","   0","   3","   1","   0","   0"
"9553","9914","9270","2000","   0","   0","   0","   0","  15","  17","  14","   0","  10","   0","   0","   0","   0","   0","   1","   0","   2","  34","   9","   0","   0","   0","   0","   3","  10","   0","   0","   7","   1","   1","   3","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   9","   0","   1","   3","  28","   3","   0","   0","  49","   7","   0","   0","   0","   0","  26","  92","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1","   6","   1","   0","   0"
"9565","9928","9278","2010","   0","   0","   0","   0","   5","  35","  14","   0","  19","   0","   0","   0","   0","   0","   0","   0","   3","  16","   7","   0","   0","   0","   0","   2","  11","   0","   0","  13","   0","   1","   2","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","  14","   0","   1","   1","  30","   4","   0","   0","  51","  10","   2","   1","   0","   1","  20","  77","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   1","   0","   8","   0","   0","   0"
"9576","9943","9287","2020","   0","   0","   1","   0","  11","  33","   6","   0","   9","   3","   0","   0","   2","   1","   0","   0","   1","  33","   6","   0","   0","   2","   0","   6","   9","   0","   0","   4","   0","   0","   0","   0","   0","   1","   1","   0","   0","   1","   1","   0","   0","   1","   1","  12","   0","   0","   4","  35","  17","   0","   0","  65","  13","   2","   0","   0","   2","  21","  66","   7","   0","   0","   0","   0","   1","   0","   0","   0","   0","   4","   0","   1","   0","   0","   1","   0","   3","   0","   0","   3"
"9588","9959","9296","2030","   0","   0","   0","   1","   7","  27","  12","   0","   9","   1","   0","   0","   0","   0","   1","   0","   0","  17","   2","   0","   1","   1","   0","   3","   8","   0","   0","   8","   0","   1","   2","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","  11","   0","   0","   3","  27","   5","   0","   0","  63","   9","   1","   1","   0","   0","  20","  82","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","  11","   0","   0","   0"
"9599","9974","9305","2040","   0","   0","   0","   3","   8","  13","  11","   0","  11","   0","   0","   0","   0","   1","   1","   0","   2","  18","  10","   0","   0","   0","   0","   0","   5","   1","   0","   7","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  13","   0","   1","   2","  34","   5","   0","   0","  68","   5","   2","   1","   0","   0","  13","  60","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   6","   0","   0","   0"
"9611","9988","9313","2050","   1","   0","   1","   0","  29","  51","  11","   0","  13","   0","   0","   0","   0","   2","   0","   0","   3","  39","   2","   0","   0","   2","   0","   5","   3","   0","   0","  25","   0","   0","   3","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  18","   0","   1","   2","  40","  11","   0","   0","  92","   8","   0","   0","   0","   2","  19","  67","   0","   1","   0","   0","   0","   0","   2","   0","   0","   0","   9","   0","   0","   0","   0","   4","   0","   6","   0","   0","   0"
" 9622","10004"," 9322"," 2060","    0","    0","    0","    0","   11","   26","   11","    0","   12","    2","    0","    0","    0","    0","    0","    0","    0","   26","   10","    0","    0","    1","    0","    3","   19","    1","    0","   13","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","   22","    0","    0","    5","   33","    8","    1","    0","   74","   11","    1","    1","    0","    3","   19","   59","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    0","    0","    4","    0","    0","    1"
" 9634","10019"," 9331"," 2070","    0","    0","    2","    1","   14","   10","    6","    0","    4","    1","    0","    0","    1","    0","    0","    0","    0","    7","    4","    0","    0","    1","    0","    3","    3","    0","    0","    6","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","   31","    0","    0","    3","   24","   15","    0","    0","  134","    5","    0","    0","    0","    0","   12","   33","    6","    0","    0","    0","    0","    0","    0","    2","    0","    0","    7","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0"
" 9645","10034"," 9339"," 2080","    0","    0","    0","    0","    7","   25","   15","    0","    9","    2","    0","    0","    1","    0","    1","    0","    0","   20","    8","    0","    0","    0","    0","    1","    5","    1","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    7","    0","    1","    2","   24","    3","    0","    0","   44","    7","    1","    0","    0","    0","   29","   88","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","   10","    0","    0","    0"
" 9657","10049"," 9347"," 2090","    0","    0","    0","    1","   21","   27","   14","    0","   12","    0","    0","    0","    0","    0","    0","    0","    1","   25","    3","    0","    2","    1","    1","    3","    9","    0","    0","    4","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   15","    0","    0","    4","   28","   13","    0","    0","  131","    8","    1","    0","    0","    1","   15","   54","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","   12","    0","    0","    0","    0","    2","    0","    3","    1","    0","    0"
" 9668","10065"," 9357"," 2100","    0","    0","    0","    1","   16","   42","    7","    0","    8","    1","    0","    0","    0","    0","    0","    0","    0","   17","    1","    0","    0","    0","    0","    2","    9","    0","    0","    3","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","   26","    0","    0","    4","    8","   21","    0","    0","  129","    8","    0","    0","    0","    0","   20","   48","    1","    0","    0","    0","    1","    0","    0","    1","    0","    0","    4","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0"
" 9680","10080"," 9365"," 2110","    0","    0","    0","    0","   10","    9","    4","    0","    7","    2","    0","    0","    0","    0","    0","    0","    0","   14","    0","    0","    0","    2","    0","    4","   15","    0","    0","    5","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    9","    0","    0","    3","   27","   17","    1","    0","  130","   11","    0","    0","    0","    0","   29","   56","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    4","    0","    4","    0","    0","    0","    0","    5","    1","    0","    0"
" 9691","10095"," 9373"," 2120","    0","    0","    2","    0","   36","   16","    5","    0","   12","    0","    0","    0","    1","    0","    0","    0","    1","   23","    5","    0","    0","    0","    0","    3","    7","    0","    0","   22","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    5","    0","    0","    2","   26","   36","    0","    0","  166","   10","    0","    0","    0","    1","   16","   34","    7","    1","    0","    0","    0","    2","    0","    0","    0","    0","   11","    0","    1","    0","    0","    1","    0","    0","    0","    0","    1"
" 9703","10112"," 9383"," 2130","    0","    0","    0","    0","   14","   23","   17","    0","   10","    0","    0","    0","    0","    0","    0","    0","    1","   13","    2","    0","    0","    0","    0","    2","    4","    0","    0","    4","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","   33","    0","    1","    5","   27","   14","    0","    0","  179","   13","    0","    1","    0","    3","   29","  102","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    2","    0","    0","    0","    0","    1","    0","   14","    0","    0","    0"
" 9714","10127"," 9391"," 2140","    0","    0","    0","    0","   30","    6","    5","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    8","    2","    0","    0","    0","    0","    1","    5","    0","    0","    7","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","   10","    0","    0","    0","   15","   13","    0","    0","  129","    9","    0","    0","    0","    0","   17","   52","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    1","    0","    0","    4","    0","    0","    1"
" 9726","10142"," 9399"," 2150","    0","    0","    0","    0","   11","   23","    8","    0","    9","    0","    0","    0","    0","    0","    0","    0","    1","   19","    2","    0","    0","    0","    0","    3","   10","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    1","   35","    4","    0","    0","   97","    6","    0","    0","    0","    0","   20","   60","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    0","    2","    0","    0","    0","    0","    6","    0","    0","    0"
" 9737","10157"," 9407"," 2160","    0","    0","    0","    0","   62","   19","   10","    0","   56","    2","    0","    0","    0","    0","    0","    0","    6","   98","   13","    0","    0","    0","    0","    3","    4","    0","    0","   22","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    1","    3","   47","    7","    2","    0","   87","    5","    0","    0","    0","    0","   14","   64","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","    0","    2","    0","    0","    1","    0","    5","    0","    0","    0"
" 9749","10174"," 9417"," 2170","    0","    0","    2","    1","   24","   14","    4","    0","   18","    2","    0","    0","    0","    0","    0","    0","    2","   20","    7","    0","    0","    2","    0","    4","    7","    0","    0","   13","    0","    0","    1","    0","    0","    1","    1","    0","    0","    1","    0","    0","    0","    0","    0","   10","    0","    0","    4","   50","   13","    0","    0","   95","   11","    1","    0","    0","    1","   10","   47","    3","    2","    0","    0","    1","    1","    0","    0","    0","    0","    7","    0","    0","    0","    0","    1","    0","    3","    0","    0","    1"
" 9760","10189"," 9425"," 2180","    0","    0","    0","    1","   33","   26","    8","    0","   15","    0","    0","    1","    0","    0","    0","    0","    0","   50","    2","    0","    0","    2","    0","    5","    9","    0","    0","   19","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    8","    0","    0","    0","   19","    5","    0","    0","  103","    6","    0","    0","    0","    0","    9","   42","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    4","    0","    4","    0","    0","    0","    0","    3","    0","    0","    0"
" 9772","10205"," 9433"," 2190","    0","    0","    0","    0","   52","   21","   17","    0","   34","    0","    0","    1","    0","    0","    0","    0","    1","  180","    8","    0","    0","    0","    0","    2","    2","    0","    0","   11","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    5","    0","    0","    0","    9","    6","    1","    0","   74","    4","    1","    0","    0","    1","    9","   47","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    1","    0","    0","    6","    0","    0","    0"
" 9783","10220"," 9441"," 2200","    0","    0","    0","    0","   40","   35","   23","    0","   20","    3","    0","    0","    1","    0","    1","    0","    1","   12","    2","    1","    0","    1","    0","    4","   12","    0","    0","    9","    0","    1","    4","    0","    0","    0","    0","    0","    0","    3","    1","    0","    0","    0","    0","   13","    0","    0","    3","   30","   24","    0","    0","  216","   13","    0","    1","    0","    2","   42","  106","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    2","    1","    7","    0","    0","    1"
" 9795","10237"," 9451"," 2210","    0","    0","    0","    0","   70","   24","   12","    0","   13","    0","    0","    1","    0","    0","    0","    0","    0","   25","    6","    0","    0","    0","    0","    6","   10","    0","    0","   11","    0","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0","    0","    4","   17","   12","    0","    0","  202","   23","    1","    1","    0","    0","   24","   81","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    0","    0","    1"
" 9806","10252"," 9459"," 2220","    0","    0","    4","    0","   52","   18","    3","    0","   14","    0","    0","    0","    0","    0","    0","    0","    3","   88","    5","    0","    0","    0","    0","    2","    9","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    3","   19","   10","    0","    0","   56","    5","    0","    0","    0","    0","    7","   29","    3","    3","    0","    1","    1","    0","    0","    0","    0","    0","    3","    0","    3","    0","    0","    1","    0","    7","    0","    0","    0"
" 9818","10268"," 9467"," 2230","    1","    0","    0","    0","   38","   34","   10","    0","   24","    1","    0","    0","    1","    1","    0","    0","    0","   87","    9","    0","    0","    0","    0","    1","    8","    0","    0","   14","    0","    3","    2","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    8","    0","    1","    3","   27","    5","    1","    0","  113","    6","    1","    1","    0","    2","   16","   50","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    0","    3","    0","    0","    0"
" 9829","10283"," 9475"," 2240","    0","    0","    0","    0","   57","   32","   19","    0","   25","    0","    0","    0","    0","    0","    0","    0","    3","  145","    8","    0","    0","    0","    0","    2","    4","    0","    0","    8","    0","    0","    2","    0","    0","    1","    0","    0","    0","    1","    2","    0","    0","    0","    0","    4","    0","    0","    2","    9","    8","    1","    0","   89","   10","    1","    0","    0","    1","   12","   48","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0"
" 9841","10299"," 9483"," 2250","    0","    0","    0","    1","   60","   47","   29","    0","   27","    0","    0","    0","    0","    0","    0","    0","    2","  188","    6","    0","    0","    0","    0","    1","    2","    0","    0","    9","    0","    0","    3","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","    0","    0","    0","    9","    6","    0","    0","   74","    7","    0","    1","    0","    0","   10","   50","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0"
" 9852","10315"," 9492"," 2260","    0","    0","    0","    1","   70","   27","   13","    0","   46","    0","    0","    0","    0","    0","    0","    0","    2","  257","    5","    0","    0","    0","    1","    3","    0","    0","    0","   17","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    7","    0","    0","    3","   29","    5","    1","    0","   40","    4","    1","    0","    0","    2","    7","   68","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    1","    0","    2","    0","    0","    1"
" 9864","10331"," 9500"," 2270","    0","    0","    3","    0","   58","   17","    0","    0","   20","    0","    0","    0","    0","    1","    0","    0","    3","  248","    2","    0","    0","    0","    0","    1","    0","    0","    0","   13","    0","    0","    9","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    3","    4","    1","    0","    8","    0","    2","    0","    0","    0","    1","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0"
" 9876","10347"," 9509"," 2280","    1","    0","    0","    1","  246","   27","   34","    0","   28","    1","    0","    0","    1","    0","    0","    0","    2","  715","    7","    0","    0","    0","    0","    3","    6","    0","    0","   16","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    3","    9","   10","    1","    0","   47","    3","    4","    0","    0","    3","   32","   54","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0"
" 9887","10363"," 9517"," 2290","    0","    0","    0","    0","  255","   39","   69","    0","   85","    0","    0","    0","    0","    0","    0","    0","   11"," 2172","    6","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    5","    0","    0","    0","    0","    0","    0","    3","    1","    0","    0","    0","    0","    3","    0","    0","    3","   10","    1","    1","    0","   10","    0","    1","    0","    0","    2","    2","   41","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0"
" 9899","10378"," 9525"," 2300","    0","    0","    0","    0","  133","   33","   83","    0","   98","    0","    0","    0","    0","    0","    0","    0","    6"," 2196","    5","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    6","    0","    0","    0","   25","    2","    4","    0","    0","    0","    3","   36","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
" 9910","10395"," 9534"," 2310","    0","    0","    0","    0","   77","   46","   78","    0","   86","    1","    0","    0","    0","    0","    1","    0","   27"," 1509","    3","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    1","    5","    0","    1","    0","   28","    0","    4","    0","    0","    0","    1","   18","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 9922","10410"," 9542"," 2320","    0","    0","    0","    0","   27","   16","   60","    0","   84","    1","    0","    0","    0","    0","    0","    0","    0","  145","   14","    0","    1","    1","    0","    1","    1","    0","    0","    3","    0","    0","    4","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    6","    0","    0","    2","   11","    1","    3","    0","   18","    0","    0","    0","    0","    0","    2","   23","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 9933","10426"," 9550"," 2330","    0","    0","    0","    0","   23","   21","   25","    0","   86","    1","    0","    0","    1","    0","    0","    0","    2","   65","    0","    0","    0","    0","    0","    2","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    1","    2","    0","    0","    0","    9","    0","    1","    0","    0","    1","    1","   18","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0"
" 9945","10443"," 9559"," 2340","    0","    0","    0","    1","   26","   16","   31","    0","   87","    0","    0","    0","    0","    0","    2","    0","    1","   76","    3","    0","    0","    0","    0","    2","    0","    0","    0","    6","    0","    0","    2","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    1","    4","    0","    0","    0","    8","    0","    0","    0","    0","    0","    1","   12","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    4","    0","    0","    0"
" 9956","10458"," 9567"," 2350","    0","    0","    0","    0","   30","   10","   26","    0","   41","    0","    0","    0","    0","    0","    0","    0","    1","   64","    1","    0","    0","    0","    0","    1","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    1","    3","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0"
" 9968","10474"," 9575"," 2360","    0","    0","    0","    0","   14","    5","   25","    0","   39","    0","    0","    0","    0","    0","    0","    0","   12","   71","    7","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    2","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
" 9985","10498"," 9587"," 2375","    0","    0","    0","    0","   48","   10","   46","    0","   34","    0","    0","    0","    0","    0","    0","    0","    1","   41","    2","    0","    0","    0","    1","    1","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    5","    1","    4","    0","    6","    0","    1","    0","    0","    0","    0","   14","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0"
