"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Apiaceae undif.","Arceuthobium","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Calluna","Campanulaceae","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Cedrus","Centaurea","Cistaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Galium t.","Genisteae","Gentiana t.","Gentianaceae undif.","Geranium","Hedera","HippophaÃ«","Indeterminable","IsoÃ«tes","Lamiaceae undif.","Lemnaceae","Linum t.","Lycopodium spike","Lycopodium tablets","Lythrum","Mercurialis","Morella","Olea t.","Pedicularis","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Primulaceae undif.","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rumex t.","Salix","Sanguisorba t.","Scrophulariaceae undif.","Spergularia t.","Tamarix","Taraxacum","Taxus","Thalictrum","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Valerianaceae undif.","Vitis"
"40894",NA,NA,"1385","3.5","0","1","0","0","4","0","1","0","0","10","1","0","0","0","0","0","0","0","0","0","0","34","1","6","0","1","0","19","1","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","625","25084","0","0","0","0","0","0","0","0","0","614","0","0","0","6","0","0","0","0","0","0","12","0","0","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"41197",NA,NA,"1395","3.0","0","0","0","0","1","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","46","0","3","0","0","0","9","1","0","0","5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","970","25084","0","0","0","1","0","0","0","0","0","739","0","0","0","2","0","0","0","0","0","0","18","2","1","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","2","0","0","0"
"41462",NA,NA,"1405","4.5","1","0","0","3","8","0","3","0","0","35","0","2","0","0","2","0","0","0","0","0","0","15","1","0","0","0","0","8","1","0","0","6","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","504","25084","0","0","0","0","0","0","0","0","0","246","0","0","0","7","0","0","0","0","0","0","6","1","0","0","0","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"41722",NA,NA,"1415","3.0","0","0","0","1","3","0","1","0","0","10","0","2","0","0","0","0","0","0","0","0","0","23","1","0","0","0","0","11","0","0","0","6","20","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","910","25084","0","0","0","0","0","0","0","0","0","409","0","0","0","6","0","0","0","0","0","0","14","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0"
"41766",NA,NA,"1417","3.5","2","0","0","0","6","0","3","0","0","15","1","1","0","0","0","0","0","0","0","0","0","18","0","4","0","0","0","9","1","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","597","25084","0","0","0","1","0","0","0","0","0","376","0","0","0","5","0","0","0","0","0","0","9","3","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0"
"41941",NA,NA,"1425","3.0","2","0","0","0","3","0","3","0","0","9","0","2","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","14","3","0","0","8","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","524","25084","0","0","0","0","0","0","0","0","0","527","0","0","0","5","0","0","0","0","0","0","10","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"42073",NA,NA,"1431","4.5","0","0","0","0","6","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","19","0","2","0","0","0","17","3","0","0","2","12","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","3","0","0","0","390","25084","0","0","0","0","0","0","0","0","0","295","0","0","0","9","0","0","1","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","1","0","0","0"
"42380",NA,NA,"1445","3.0","0","0","0","0","6","0","2","0","0","7","0","2","0","0","1","0","0","0","0","0","0","36","0","2","0","0","0","4","3","0","0","3","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1006","25084","0","0","0","0","0","0","0","0","0","388","0","0","1","1","0","0","0","0","0","0","11","2","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"42759",NA,NA,"1455","3.0","4","0","0","1","2","0","2","0","0","12","0","3","0","0","0","0","0","0","0","0","0","25","1","4","0","0","0","16","2","0","0","2","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2067","25084","0","0","0","0","0","0","0","0","0","537","0","0","0","2","0","0","0","0","0","0","9","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0"
"42955",NA,NA,"1459","3.0","0","0","0","0","7","0","5","0","0","8","0","1","0","0","0","0","0","0","0","0","1","41","1","0","0","0","0","6","2","0","1","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3045","25084","0","0","0","0","0","0","0","0","0","588","0","0","0","7","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"43242",NA,NA,"1465","3.0","0","0","0","1","6","0","1","0","0","17","0","4","0","0","1","0","0","0","0","0","0","20","3","0","0","0","0","5","1","0","0","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1066","25084","0","0","0","0","0","0","0","0","0","432","0","2","0","5","0","0","0","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"43658",NA,NA,"1475","4.0","0","1","0","1","6","0","2","0","0","14","0","1","0","0","0","0","0","0","0","0","0","19","0","2","0","0","0","9","3","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","601","25084","0","0","0","0","0","0","0","0","0","417","0","1","0","8","0","0","0","0","0","0","19","5","0","0","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","1","0","0","0"
"44074",NA,NA,"1485","4.5","0","0","0","0","8","0","1","0","0","8","0","3","0","0","2","0","0","0","0","0","0","20","0","2","0","0","0","7","4","0","0","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","601","25084","0","0","0","0","0","0","0","0","0","514","0","1","0","6","0","0","0","0","0","0","9","7","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"44490",NA,NA,"1495","3.5","0","0","0","0","6","0","3","0","0","6","0","3","0","0","2","0","0","0","0","0","0","20","2","2","0","0","0","14","2","0","0","4","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1121","25084","0","0","0","0","0","0","0","0","0","708","0","2","0","5","0","0","0","0","0","0","21","8","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","2","0","0","0"
"44906",NA,NA,"1505","4.0","1","0","0","0","2","0","3","0","0","9","0","0","0","0","1","0","0","0","0","0","1","19","0","0","0","0","0","19","1","0","0","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","540","25084","0","1","0","0","0","0","0","0","0","641","0","1","0","7","0","0","0","0","0","0","8","6","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","1","0","0","0"
"45155",NA,NA,"1511","3.2","0","0","0","0","2","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","1","39","1","2","0","0","0","16","0","0","0","4","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1423","25084","0","0","0","0","0","0","0","0","0","893","0","1","0","5","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","1","0","0","0"
"45328",NA,NA,"1515","4.5","0","0","0","1","4","0","4","0","0","21","0","1","0","0","0","0","0","0","0","0","0","15","0","1","0","0","0","16","1","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","627","25084","0","0","0","0","0","0","0","0","0","429","0","0","0","9","0","0","0","0","0","0","4","2","0","0","0","1","0","0","0","0","0","0","8","0","0","0","0","1","0","0","0","0","0"
"45809",NA,NA,"1525","4.0","0","0","0","2","9","0","4","0","0","82","0","2","0","0","0","0","0","0","0","0","0","13","0","1","0","0","0","5","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","468","25084","0","0","0","0","0","0","0","0","0","239","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"46097",NA,NA,"1531","3.0","0","0","0","0","17","0","0","0","0","35","0","5","0","0","1","0","0","0","0","0","1","27","0","0","0","0","0","0","0","0","0","9","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1818","25084","0","0","0","0","0","0","0","0","0","456","0","1","1","5","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"46602",NA,NA,"1541","4.5","0","0","0","0","32","0","5","1","0","20","0","1","0","0","2","0","0","0","0","0","0","15","1","2","0","0","0","0","0","0","0","4","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","987","25084","0","0","0","0","0","0","0","0","0","365","0","2","1","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"46890",NA,NA,"1545","5.0","1","1","0","1","8","0","2","0","0","14","0","1","1","0","2","0","0","0","0","0","0","27","0","1","0","0","0","5","2","0","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","352","25084","0","0","0","0","0","0","0","0","0","638","0","0","0","8","0","0","0","0","0","0","17","2","0","0","0","0","0","0","0","0","0","0","9","0","1","0","0","0","0","0","0","0","0"
"48113",NA,NA,"1575","5.0","2","0","0","1","3","0","2","0","0","9","1","0","0","0","1","0","0","0","0","0","0","28","0","1","0","0","0","5","1","0","0","4","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","673","25084","0","0","0","0","0","0","0","0","0","611","0","0","0","9","0","0","0","0","0","0","10","8","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","2","0","0","0"
